Time,LorR,Question,Character,Answer_State,Answer_Time
12.35663,left,1,L,correct,0.8480568
17.31632,left,6,L,correct,0.8613739
22.07651,right,2,R,correct,0.5306091
26.85941,right,5,R,correct,0.7485199
30.77859,left,4,L,correct,0.9858093
35.57557,right,3,R,correct,0.8230591
39.6627,right,6,R,correct,0.9913063
45.26797,left,5,L,correct,0.843895
48.89176,right,4,R,correct,0.8283386
52.45805,left,3,L,correct,0.9452667
56.04198,left,2,L,correct,1.119522
61.65726,right,1,R,correct,0.7631378
67.46249,right,3,R,correct,1.014221
71.35027,left,1,L,correct,0.8291168
75.36732,right,6,R,correct,1.143585
80.69903,right,4,R,correct,0.824791
86.29182,left,2,L,correct,0.7647552
91.19891,right,5,R,correct,0.9518661
94.68887,right,5,R,correct,0.881073
99.5942,left,3,L,correct,0.6512833
104.0497,right,2,R,correct,0.8145981
108.4785,left,4,L,correct,0.7617035
113.2538,right,6,R,correct,0.7375641
118.05,right,1,R,correct,0.9637756
121.9176,right,3,R,correct,0.684845
125.4256,left,5,L,correct,0.968399
128.
