Time,LorR,Question,Character,Answer_State,Answer_Time
8.155928,right,4,R,correct,0.7966766
11.50498,left,1,L,correct,0.7203903
16.14982,left,2,L,correct,0.8502159
19.17333,right,3,R,correct,0.7303085
22.16004,left,6,L,correct,0.678566
27.32673,right,5,R,correct,0.7626228
32.18746,right,2,R,correct,0.660183
36.58888,left,5,L,correct,0.6444016
41.34112,right,6,R,correct,0.7317505
44.37717,left,3,L,correct,0.7087021
49.55637,left,4,L,correct,0.7448959
55.26737,right,1,R,correct,0.7596817
58.03302,right,2,R,correct,0.6762466
60.96019,left,3,L,correct,0.8383713
64.76167,left,6,L,correct,0.7288742
70.31379,right,1,R,correct,0.7658157
73.91198,right,5,R,correct,0.7627945
79.07813,left,4,L,correct,0.7915497
83.67983,left,1,L,correct,0.6253586
88.02896,right,6,R,correct,0.77388
91.62386,left,2,L,correct,1.443985
96.12865,right,5,R,correct,0.6272736
99.29337,right,4,R,correct,0.7491684
104.1839,right,3,R,correct,0.9317932
107.6681,left,3,L,correct,0.8367004
113.4522,left,6,L,correct,1.150101
