Time,LorR,Question,Character,Answer_State,Answer_Time
21.35571,left,4,L,correct,0.7392006
25.0022,right,1,R,correct,1.524933
27.74695,left,5,L,correct,0.6613045
32.93941,right,6,R,correct,1.114155
33.12576,right,9999,xxx,irrelevant_answer,9999
37.67939,left,2,L,correct,0.7477036
41.51598,right,3,R,correct,0.9249496
44.48646,left,3,L,correct,0.7558212
47.40276,right,4,R,correct,0.8195496
52.26553,left,1,L,correct,0.930336
57.85056,right,2,R,correct,0.7043076
63.13487,right,5,R,correct,0.790596
66.106,left,6,L,correct,0.8212967
71.78052,right,4,R,correct,0.8680344
77.65257,left,2,L,correct,1.112137
81.40865,left,3,L,correct,1.249435
86.30046,right,5,R,correct,0.7599869
89.68765,left,1,L,correct,0.7401886
95.29958,left,6,L,correct,1.286217
100.5154,right,4,R,correct,0.7154999
103.1987,right,3,R,correct,0.633606
107.0331,left,2,L,correct,0.8301697
111.5157,right,5,L,character_mistake,0.8312531
112.1286,left,9999,xx,irrelevant_answer,9999
114.5475,right,1,R,correct,0.7835999
119.6969,left
