time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
8.729563,1,1.1,-2.15215,-0.7166457,-1.993455,-0.6432779
16.85227,2,1.1,-0.4735588,-1.017068,-0.4410171,-0.6427647
29.65158,3,1.1,0.1175973,0.4278946,0.0159274,0.281948
39.98034,4,1.1,0.9890567,-1.026845,0.942367,-1.175705
44.02083,5,1.1,-1.768988,-0.3617935,-1.920087,-0.5553972
48.29131,6,1.1,-0.1562962,-0.320204,-0.4009437,-0.546951
51.63304,7,1.1,0.1150791,-0.5674523,-0.06509317,-0.6951817
55.28032,8,1.1,0.03530559,0.9497912,-0.2146097,0.6271801
60.13485,9,1.1,-2.612692,-1.271868,-2.416937,-1.313683
64.16695,10,1.1,2.145649,-0.3970702,2.221789,-0.5454286
70.82574,11,1.1,0.8048699,1.532023,0.7224537,1.391659
74.71216,12,1.1,0.05094731,-0.9618126,0.03332036,-0.8141605
78.60847,13,1.1,1.08652,-0.2874892,1.010652,-0.4596194
82.33153,14,1.1,0.324197,0.09833486,0.1874028,0.07129493
86.04166,15,1.1,2.415266,-0.2371076,2.315845,-0.3438093
91.15141,16,1.1,-0.472952,-0.5686632,-0.4845839,-0.7362469
95.73565,17,1.1,0.460
