time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
28.97586,1,1.5,-0.08280804,-0.9882781,-0.02720511,-0.6621656
33.53888,2,1.5,-1.030899,-1.320634,-0.3857415,-1.470852
39.25402,3,1.5,-0.1757227,-1.051102,0.2131051,-0.9455702
43.87278,4,1.5,-0.2686369,-0.05686875,-0.327789,0.1972819
47.75203,5,1.5,-1.615851,-0.5698602,-2.034797,-0.6546887
51.63641,6,1.5,-2.510787,-0.9128057,-2.224721,-0.8657629
57.4691,7,1.5,-1.40977,-1.34927,-1.486758,-1.438287
62.04497,8,1.5,-0.9387749,-0.5440418,-1.181263,-0.5748048
71.78986,9,1.5,0.6888802,0.1646588,0.2799567,0.3197882
76.01651,10,1.5,-2.72857,-1.120139,-2.43531,-0.7795167
80.64915,11,1.5,-1.463084,-1.140167,-1.737979,-1.450901
86.70993,12,1.5,-0.6166651,-0.637284,-0.4928041,-0.5700691
91.10745,13,1.5,2.368973,-0.7571158,2.042745,-0.3403959
96.48581,14,1.5,-0.9312082,-1.142939,-0.729633,-1.046763
100.7431,15,1.5,-2.114115,-1.222319,-1.944021,-1.027216
105.5269,16,1.5,2.548046,-1.566204,2.436323,-1.367296
109.6308,17,1.5,1.043
