time,ansTime1,ansTime2,ansTime3,ansTimeAve
0.01739764,5,5,5,0
0.01739764,5,5,5,0
0.01739764,5,5,5,0
0.01739764,5,5,5,0
0.01739764,5,5,5,0
0.01739764,5,5,5,0
0.364562,5,5,5,0
0.364562,5,5,5,0
0.364562,5,5,5,0
0.364562,5,5,5,0
0.364562,5,5,5,0
0.364562,5,5,5,0
0.387279,5,5,5,0
0.387279,5,5,5,0
0.387279,5,5,5,0
0.387279,5,5,5,0
0.387279,5,5,5,0
0.387279,5,5,5,0
0.394233,5,5,5,0
0.394233,5,5,5,0
0.394233,5,5,5,0
0.394233,5,5,5,0
0.394233,5,5,5,0
0.394233,5,5,5,0
0.3979802,5,5,5,0
0.3979802,5,5,5,0
0.3979802,5,5,5,0
0.3979802,5,5,5,0
0.3979802,5,5,5,0
0.3979802,5,5,5,0
0.4013891,5,5,5,0
0.4013891,5,5,5,0
0.4013891,5,5,5,0
0.4013891,5,5,5,0
0.4013891,5,5,5,0
0.4013891,5,5,5,0
0.4043288,5,5,5,0
0.4043288,5,5,5,0
0.4043288,5,5,5,0
0.4043288,5,5,5,0
0.4043288,5,5,5,0
0.4043288,5,5,5,0
0.4071681,5,5,5,0
0.4071681,5,5,5,0
0.4071681,5,5,5,0
0.4071681,5,5,5,0
0.4071681,5,5,5,0
0.4071681,5,5,5,0
0.4105399,5,5,5,0
0.4105399,5,5,5,0
0.4105399,5,5,5,0
0.4105399,5,5,5,0
0.4105399,5,5,5,0
0.4105399,5,5,5,0
0.4151759,5,5,5,0
0.4151759,5,5,5,0
0.4151759,5,5,5,0
0.4151759,5,5,5,0
0.4151759,5,5,5,0
0.4151759,5,5,5,0
0.4173591,5,5,5,0
0.4173591,5,5,5,0
0.4173591,5,5,5,0
0.4173591,5,5,5,0
0.4173591,5,5,5,0
0.4173591,5,5,5,0
0.419636,5,5,5,0
0.419636,5,5,5,0
0.419636,5,5,5,0
0.419636,5,5,5,0
0.419636,5,5,5,0
0.419636,5,5,5,0
0.4218853,5,5,5,0
0.4218853,5,5,5,0
0.4218853,5,5,5,0
0.4218853,5,5,5,0
