time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
10.73272,1,1.35,0.3666122,-1.314479,0.7484156,-1.221775
15.33628,2,1.35,-1.212104,-1.100169,-0.930786,-1.009429
19.28934,3,1.35,2.931593,-0.7818184,2.331553,-0.6143105
24.33209,4,1.35,-0.7088542,-0.2897632,-0.3332155,-0.3971313
29.13666,5,1.35,0.20832,-1.105775,0.6576374,-0.6428128
32.61031,6,1.35,1.536518,0.3771562,1.638494,0.6236383
36.31323,7,1.35,0.04321416,0.2956854,0.1083461,0.5432752
41.10059,8,1.35,-1.070621,-1.263617,-1.041065,-1.295976
45.05235,9,1.35,2.146657,-0.08202218,2.03086,0.1302068
50.70182,10,1.35,-1.510298,-0.3761698,-1.557601,-0.328319
53.93095,11,1.35,-2.406949,-0.1727495,-2.325849,0.04347627
57.50175,12,1.35,-1.676177,-0.3089325,-1.928049,-0.2812054
62.85133,13,1.35,0.3715323,-0.9704537,0.3088662,-0.8643167
66.57621,14,1.35,-1.652236,-0.4311901,-1.665098,-0.6131065
75.61356,15,1.35,-1.701814,1.235528,-1.962021,1.355865
80.2393,16,1.35,0.2733971,0.1358662,0.5499914,0.3638411
84.3097,17,1.35
