time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
18.55239,1,1.2,2.065776,0.8173265,2.27126,0.8873017
22.67944,2,1.2,-0.5116022,-0.6664802,-0.8772419,-0.5797964
26.81227,3,1.2,-0.5683903,-0.6695397,-0.9308956,-0.3900273
40.48802,4,1.2,-1.386588,-1.051755,-1.648661,-1.038664
44.8094,5,1.2,0.5187309,-1.306217,0.521455,-1.280733
49.58915,6,1.2,1.408162,-1.166693,1.182873,-1.408737
61.85073,7,1.2,0.1813215,0.03989631,0.3210137,-0.1122545
66.36823,8,1.2,-1.292827,-1.527623,-1.226988,-1.124082
77.79207,9,1.2,0.2488755,-1.519627,-0.2583055,-1.455473
85.17773,10,1.2,-2.607384,1.220124,-2.42892,1.2724
89.74774,11,1.2,-0.65406,-1.030597,-0.9255232,-1.31842
93.3994,12,1.2,2.206719,-0.9195324,1.913145,-0.6579919
106.8582,13,1.2,-1.639351,-0.4115425,-1.390684,-0.2222616
110.881,14,1.2,-0.1118958,-0.8282291,-0.006082091,-0.45853
114.6146,15,1.2,-1.155346,-1.383946,-0.7756574,-1.497059
119.0233,16,1.2,0.47985,-0.549483,0.5587195,-0.5059894
123.3227,17,1.2,-2.251731,-1.439364,
