Time,LorR,Question,Character,Answer_State,Answer_Time
9.84199,right,2,R,correct,0.6853905
15.32433,left,6,L,correct,0.7265396
18.33302,left,5,L,correct,0.782444
21.82339,right,1,R,correct,0.9397011
26.0371,right,4,R,correct,0.7161636
28.66475,right,9999,xxx,irrelevant_answer,9999
30.86225,left,3,L,correct,0.590416
31.4092,right,9999,xxx,irrelevant_answer,9999
34.85886,right,6,R,correct,0.6465569
37.56367,left,2,L,correct,0.656395
41.23885,right,5,R,correct,0.6195984
46.17163,right,3,R,correct,0.581604
47.40706,right,9999,xxx,irrelevant_answer,9999
50.27792,left,4,L,correct,0.5899506
53.75847,left,1,L,correct,0.6391907
58.73965,left,2,L,correct,0.6625977
62.55748,right,6,R,correct,0.5470963
65.88084,right,4,R,correct,0.8321457
71.079,left,5,L,correct,0.70224
73.96428,left,1,L,correct,0.6382675
79.22654,left,3,L,correct,0.6091614
82.19588,left,4,L,correct,0.6271896
85.51803,left,6,L,correct,0.9819489
91.00425,right,2,R,correct,0.698494
96.4626,left,3,L,correct,0.6190643
100.3115,left,5
