time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
14.56021,1,1.2,-0.6292239,-0.9408706,-0.3642828,-0.7976792
18.98109,2,1.2,0.3406107,-0.9193289,0.6776194,-0.4898089
26.52298,3,1.2,-2.679024,-1.5013,-2.495953,-1.141713
31.42244,4,1.2,0.2847968,-0.9926721,0.3594675,-0.8275047
35.39905,5,1.2,1.556226,-0.5001176,1.463,-0.4344993
42.27829,6,1.2,0.2751638,-1.31954,0.2639961,-1.020064
46.63146,7,1.2,-0.252683,-1.055064,-0.1456109,-1.434331
51.68256,8,1.2,-1.001789,-0.2323446,-0.95101,-0.02435931
57.64721,9,1.2,-0.4706217,-0.06703117,-0.6888074,-0.2139242
61.21888,10,1.2,-0.3576,-0.6072879,-0.2666955,-0.4224027
64.91277,11,1.2,-1.454314,-0.3160545,-1.465013,-0.1044438
69.42232,12,1.2,0.5596001,-1.033242,0.5382751,-1.018779
73.56732,13,1.2,-1.179592,-0.8270125,-0.8474689,-0.6251858
78.54173,14,1.2,-2.229316,-0.77082,-2.497712,-0.8128523
84.79881,15,1.2,1.042688,-0.8519344,1.059816,-0.8085693
88.64211,16,1.2,0.7019243,-0.8392044,0.7272184,-0.8340867
92.44807,17,1.2,1.87
