Time,LorR,Question,Character,Answer_State,Answer_Time
10.52226,left,5,L,correct,0.618576
16.00026,left,3,L,correct,0.5293121
20.79198,left,6,L,correct,0.667038
24.85232,left,1,L,correct,0.5739441
29.14287,right,2,R,correct,0.7722397
33.71474,left,4,L,correct,0.7091675
39.03287,right,4,R,correct,0.8689346
42.42307,left,2,L,correct,1.119995
45.82095,right,1,R,correct,0.5924988
50.05243,right,3,R,correct,0.6252365
54.39909,right,5,R,correct,0.6109161
58.08022,right,6,R,correct,0.6808167
62.56836,left,4,L,correct,0.6248932
67.18016,left,3,L,correct,0.5401459
71.11731,left,1,L,correct,0.551712
75.44148,left,6,L,correct,0.6658173
80.92247,right,5,R,correct,0.5787506
84.88095,left,2,L,correct,0.8512878
87.68965,left,1,L,correct,0.6437988
92.55884,right,2,R,correct,0.6069489
97.16722,left,5,L,correct,0.6213989
100.5171,right,6,R,correct,0.6669464
105.7707,left,4,L,correct,0.5154114
109.4555,right,3,R,correct,0.7106628
112.8546,left,6,L,correct,0.5833435
118.4214,right,4,R,correct,0.6539307
