Time,LorR,Question,Character,Answer_State,Answer_Time
9.634804,left,6,L,correct,0.722271
12.34824,left,3,L,correct,0.6146507
17.33586,left,2,L,correct,0.6802788
20.21336,right,1,R,correct,0.7216759
25.10979,right,4,R,correct,0.691906
30.01177,right,5,R,correct,0.6939812
33.71479,right,3,R,correct,0.7241516
37.89557,left,4,L,correct,0.603054
43.13895,right,2,R,correct,0.6297379
48.40508,left,5,L,correct,0.6371155
53.415,left,1,L,correct,1.077713
56.81622,right,6,R,correct,1.090828
61.09166,right,5,R,correct,0.6924515
64.58498,right,9999,xxx,irrelevant_answer,9999
65.93505,left,4,L,correct,0.546051
70.94736,right,3,R,correct,0.6445999
75.15292,right,1,R,correct,0.6758194
78.79064,left,6,L,correct,1.265961
84.20395,left,2,L,correct,0.6769943
87.30888,right,6,R,correct,1.006058
90.87202,left,2,L,correct,0.683197
95.25344,left,1,L,correct,0.6751862
100.3049,left,5,L,correct,0.6705093
105.2115,left,3,L,correct,0.9502106
109.0748,left,4,L,correct,0.651413
111.8044,left,6,L,correct,0.6340942
