time,is_recent,pos_x,pos_y,filtered_pos_x,filtered_pos_y
0.02287102,1,679.3759,107.6422,339.688,53.82112
0.05838776,1,681.3315,107.6159,510.5098,80.71851
0.06794548,1,700.1925,112.4125,605.3511,96.56548
0.07469749,1,700.1925,112.4125,652.7719,104.489
0.08425713,1,700.1925,112.4125,676.4822,108.4507
0.09046555,1,700.1925,112.4125,688.3373,110.4316
0.09419823,1,700.1925,112.4125,694.2649,111.422
0.09981728,1,746.9012,131.3802,720.5831,121.4011
0.1049633,1,746.9012,131.3802,733.7422,126.3907
0.1094131,1,746.9012,131.3802,740.3217,128.8854
0.1147099,1,746.9012,131.3802,743.6115,130.1328
0.1209755,1,746.9012,131.3802,745.2563,130.7565
0.1250134,1,746.9012,131.3802,746.0788,131.0684
0.1307716,1,791.598,157.6623,768.8384,144.3653
0.1355972,1,791.598,157.6623,780.2181,151.0138
0.1410866,1,791.598,157.6623,785.9081,154.3381
0.1456051,1,791.598,157.6623,788.7531,156.0002
0.1513748,1,791.598,157.6623,790.1755,156.8313
0.1562767,1,791.598,157.6623,790.8867,157.2468
0.1607513,1,830.6356,173.2729,810.7612,165.2598
0.1657219,1,830.6356,173.2729,820.6984,169.2664
0.1718082,1,830.6356,173.2729,825.667,171.2696
0.1765022,1,830.6356,173.2729,828.1513,172.2712
0.1808395,1,830.6356,173.2729,829.3934,172.7721
0.186161,1,830.6356,173.2729,830.0145,173.0225
0.1917477,1,857.2497,180.2307,843.6321,176.6266
0.19594,1,857.2497,180.2307,850.4409,178.4286
0.2012348,1,857.2497,180.2307,853.8453,179.3297
0.2076321,1,857.2497,180.2307,855.5475,179.7802
0.2116203,1,857.2497,180.2307,856.3986,180.0055
0.2167244,1,882.045,198.1229,869.2218,189.0642
0.2229309,1,882.045,198.1229,875.6334,193.5935
0.2277012,1,882.045,198.1229,878.8392,195.8582
0.2327271,1,882.045,198.1229,880.4421,196.9905
0.2384281,1,882.045,198.1229,881.2435,197.5567
0.2423515,1,882.045,198.1229,881.6443,197.8398
0.2480488,1,910.6084,216.1965,896.1263,207.0181
0.2536736,1,910.6084,216.1965,903.3674,211.6073
0.2586002,1,910.6084,216.1965,906.9879,213.9019
0.2628384,1,910.6084,216.1965,908.7982,215.0492
0.2698746,1,910.6084,216.1965,909.7032,215.6228
0.2741756,1,910.6084,216.1965,910.1558,215.9097
0.27808,1,913.2467,218.2232,911.7013,217.0664
