time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
17.19424,1,1.5,-0.2294047,1.386212,-0.2541237,1.011389
23.71743,2,1.5,0.6990339,-1.270754,0.956919,-0.846652
29.23351,3,1.5,-2.411849,-1.702689,-2.295043,-1.258365
37.18831,4,1.5,-1.209555,0.03443654,-1.161181,0.4541762
42.88951,5,1.5,-1.713733,-1.381442,-1.742438,-0.9728929
48.18498,6,1.5,-0.3942353,-0.6034258,-0.3513547,-0.4992182
52.34535,7,1.5,-0.6278773,-0.4870521,-0.3101147,-0.4879479
57.5122,8,1.5,-0.1473089,-0.720807,-0.2282212,-0.9900199
61.79561,9,1.5,1.826187,-0.4772587,2.011236,-0.4284944
67.67621,10,1.5,0.9471644,-1.821863,1.229259,-1.461602
76.61398,11,1.5,-0.9171309,-0.8359811,-0.7316148,-1.110638
81.37627,12,1.5,0.1036427,-0.95934,0.2570584,-0.9304199
86.35619,13,1.5,-1.441922,-1.294446,-1.177578,-1.332858
90.98009,14,1.5,-1.539987,-0.4536008,-1.889755,-0.7042968
99.91231,15,1.5,-2.446785,0.9816093,-1.897911,0.5419598
105.3241,16,1.5,-1.372547,-0.1016457,-1.102026,0.02706132
107.7882,17,1.5,0.925
