Time,LorR,Question,Character,Answer_State,Answer_Time
19.26614,right,4,R,correct,0.5864716
22.3027,left,3,L,correct,0.55896
26.87585,right,5,R,correct,0.6546478
31.27104,right,2,R,correct,0.5058212
34.20023,left,1,L,correct,0.6613846
38.44568,left,6,L,correct,0.7690887
43.02906,left,2,L,correct,1.433899
46.26461,left,4,L,correct,0.6778183
51.35614,right,3,R,correct,0.7202148
54.36072,left,5,L,correct,0.7291565
58.45493,right,6,R,correct,0.7096405
64.10614,right,1,R,correct,0.7051697
68.98059,left,4,L,correct,0.589325
73.3624,right,5,R,correct,0.6166382
77.94873,left,2,L,correct,0.5888214
80.94147,right,1,R,correct,0.8162842
84.22827,right,6,R,correct,0.6627808
87.0032,left,3,L,correct,0.7593689
91.1528,left,6,L,correct,1.367386
94.81633,right,5,R,correct,0.5793915
98.01932,right,3,R,correct,0.5741577
103.7006,left,1,L,correct,0.6926727
107.6228,right,4,R,correct,0.6208954
111.3371,left,2,L,correct,0.7318573
116.0391,right,1,R,correct,0.6284332
119.6535,right,2,R,correct,0.747406
125
