Time,LorR,Question,Character,Answer_State,Answer_Time
11.23043,left,2,L,correct,0.5036011
15.03855,left,5,L,correct,0.7072105
19.98803,left,3,L,correct,0.4780312
25.29531,left,4,L,correct,0.6517181
28.46719,right,1,R,correct,0.5762329
32.92307,right,6,R,correct,0.5643272
38.39017,left,1,L,correct,0.5814743
42.61153,right,4,R,correct,0.5632095
45.60928,left,6,L,correct,0.7360382
48.50352,right,3,R,correct,0.5424957
52.50577,right,5,R,correct,0.6535568
55.82467,right,2,R,correct,1.043732
59.30521,right,6,R,correct,0.4784698
63.86504,left,2,L,correct,0.7586517
67.60263,left,1,L,correct,1.005402
72.2411,left,4,L,correct,0.649292
75.32922,left,3,L,correct,0.6877899
78.82281,right,5,R,correct,1.277252
81.92477,left,5,L,correct,0.7482681
87.55608,left,1,L,correct,0.7392349
92.89152,right,6,R,correct,0.958374
97.66484,right,3,R,correct,0.6566315
102.9664,right,4,R,correct,0.509613
108.1119,left,2,L,correct,0.8891602
112.5115,right,2,R,correct,0.6773987
116.8511,right,1,R,correct,1.396225
11
