time,is_recent,pos_x,pos_y,filtered_pos_x,filtered_pos_y
0.01542234,1,1365.934,143.919,682.967,71.95951
0.0463748,1,1420.981,72.65663,1051.974,72.30807
0.05493784,1,1420.981,72.65663,1236.478,72.48235
0.0604043,1,1420.981,72.65663,1328.729,72.56949
0.06408453,1,1420.981,72.65663,1374.855,72.61306
0.0693922,1,1420.981,72.65663,1397.918,72.63484
0.07416105,1,1420.981,72.65663,1409.45,72.64574
0.07827282,1,1427.043,61.61884,1418.246,67.13229
0.08190966,1,1427.043,61.61884,1422.644,64.37556
0.0881567,1,1427.043,61.61884,1424.844,62.9972
0.09242964,1,1427.043,61.61884,1425.943,62.30802
0.09558582,1,1427.043,61.61884,1426.493,61.96342
0.09878683,1,1427.043,61.61884,1426.768,61.79113
0.1055875,1,1409.841,75.91496,1418.305,68.85304
0.1113672,1,1409.841,75.91496,1414.073,72.384
0.1150789,1,1409.841,75.91496,1411.957,74.14948
0.122355,1,1409.841,75.91496,1410.899,75.03223
0.1260896,1,1409.841,75.91496,1410.37,75.47359
0.1301141,1,1409.841,75.91496,1410.106,75.69427
0.1385136,1,1404.665,61.58582,1407.385,68.64005
0.1428838,1,1404.665,61.58582,1406.025,65.11293
0.1462612,1,1404.665,61.58582,1405.345,63.34937
0.1543918,1,1404.665,61.58582,1405.005,62.4676
0.1588044,1,1404.665,61.58582,1404.835,62.02671
0.1618619,1,1404.665,61.58582,1404.75,61.80627
0.1708951,1,1374.466,58.44865,1389.608,60.12746
0.1750178,1,1374.466,58.44865,1382.037,59.28806
0.1783047,1,1374.466,58.44865,1378.251,58.86835
0.1825099,1,1374.466,58.44865,1376.358,58.6585
0.188426,1,1374.466,58.44865,1375.412,58.55357
0.1919208,1,1374.466,58.44865,1374.939,58.50111
0.1951771,1,1306.686,121.8838,1340.813,90.19247
0.2000313,1,1306.686,121.8838,1323.749,106.0382
0.2052813,1,1306.686,121.8838,1315.218,113.961
0.2094884,1,1306.686,121.8838,1310.952,117.9224
0.2141957,1,1306.686,121.8838,1308.819,119.9031
0.2194314,1,1306.686,121.8838,1307.753,120.8935
0.2235503,1,1306.686,121.8838,1307.219,121.3887
0.2279134,1,1266.513,135.7967,1286.866,128.5927
0.232161,1,1266.513,135.7967,1276.69,132.1947
0.2375875,1,1266.513,135.7967,1271.601,133.9957
0.2412105,1,1266.513,135.7967,1269.057,134.8962
0.2446666,1,1266.513,135.7967,1267.785,135.3465
0.2498779,1,1266.513,135.7967,1267.149,135.5716
0.2551489,1,1266.513,135.7967,1266.831,135.6841
0.2592502,1,1300.872,198.7585,1283.851,167.2213
0.2628675,1,1300.872,198.7585,1292.361,182.9899
