time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
12.17457,1,1.2,-1.569488,-1.13273,-1.35998,-0.9643611
20.03518,2,1.2,-2.711389,-0.8277479,-2.353693,-0.7685943
24.19443,3,1.2,2.28217,-0.9389074,2.356108,-1.080758
29.26668,4,1.2,-0.09520877,-1.441887,-0.06948967,-1.292917
33.5689,5,1.2,0.1988859,-0.3033445,-0.02170563,-0.2391784
38.55997,6,1.2,-0.3789447,-0.7507924,-0.1356834,-0.8061712
47.2182,7,1.2,-1.91249,-0.4062354,-1.792916,-0.2609521
66.63351,8,1.2,-0.134042,-1.651007,-0.5692556,-1.40848
70.28353,9,1.2,0.1945432,-1.305009,0.2007639,-1.477509
74.51105,10,1.2,-0.7578295,-0.3608182,-0.7513916,-0.3466361
78.68012,11,1.2,-0.5968758,-0.9034474,-0.5038952,-0.8910452
83.21292,12,1.2,-0.3472127,-1.138474,-0.334365,-0.8689646
96.96346,13,1.2,1.591458,1.635698,1.694681,1.388882
103.7313,14,1.2,1.32755,0.4667002,0.8611411,0.2188126
106.5137,15,1.2,1.526894,-0.1195192,1.209065,-0.2526134
110.7671,16,1.2,-2.366125,-1.040583,-2.274388,-0.9976216
114.8561,17,1.2,-2.0219
