time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
10.74937,1,1.5,-2.113266,-1.892041,-1.761159,-1.28654
18.25587,2,1.5,-0.3065329,-0.2018682,-0.1357677,-0.0182081
23.95977,3,1.5,-0.4761547,-0.6538101,-0.2463307,-0.6199961
28.74667,4,1.5,-1.803956,-0.8591745,-2.158545,-0.8930825
33.49295,5,1.5,-0.7229116,-0.2107,-0.1423911,-0.2017375
40.79149,6,1.5,-1.064231,-0.471784,-0.9740857,-0.4737818
46.37104,7,1.5,-0.4244221,-1.134215,-0.167515,-0.5337662
52.41844,8,1.5,-2.523933,-1.208028,-1.862029,-1.088049
57.17835,9,1.5,-0.4994184,-1.071695,-0.2354405,-1.371273
61.12438,10,1.5,-1.761539,-0.7917414,-1.415692,-0.2281467
67.12065,11,1.5,-2.186257,-1.37284,-2.299181,-1.099039
71.65851,12,1.5,-0.7424881,-0.06332935,-0.7629979,0.03701217
75.04927,13,1.5,-1.992562,-1.086453,-1.816433,-0.5114018
79.69362,14,1.5,-0.5065848,0.3924921,-0.4509334,0.122015
84.28917,15,1.5,-2.353997,-1.362293,-2.112741,-1.10883
88.53929,16,1.5,-0.9882913,-1.25827,-0.6362228,-1.12624
93.28688,17,1.5
