time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
12.18663,1,1.2,-1.225488,-1.093712,-0.7191216,-1.070227
16.94136,2,1.2,-0.4222849,-1.331343,-0.2378631,-1.414821
28.54839,3,1.2,0.4437021,-1.605034,0.2944247,-1.176196
32.28457,4,1.2,0.2871471,-1.193166,0.4507289,-1.28988
37.7275,5,1.2,-2.09945,-1.184663,-2.424662,-1.388331
54.48035,6,1.2,1.780457,-1.144341,1.526272,-1.016925
74.74894,7,1.2,-0.371643,-1.51699,-0.5864387,-1.421918
79.00062,8,1.2,-2.00378,-1.617573,-1.955411,-1.206468
84.11317,9,1.2,-0.3405008,-1.628683,-0.00949049,-1.444875
92.9241,10,1.2,-1.257856,1.469263,-1.002371,1.159658
98.13042,11,1.2,-1.803061,-1.631198,-1.487889,-1.401347
102.4627,12,1.2,-2.76216,-1.153656,-2.282197,-1.124458
107.5678,13,1.2,-0.08028751,-1.208642,-0.04483766,-1.351971
111.8772,14,1.2,0.1802328,-1.136353,0.3082908,-1.248147
116.3635,15,1.2,-0.03367759,-0.9234866,0.1705367,-0.8596304
121.5083,16,1.2,-1.772961,-1.282517,-1.651881,-0.9633507
125.9578,17,1.2,-0.06795957,-1.04
