Time,LorR,Question,Character,Answer_State,Answer_Time
17.42523,right,6,R,correct,0.5830116
22.39846,right,4,R,correct,0.637764
25.35025,right,2,R,correct,0.79142
28.39235,right,3,R,correct,0.7595329
32.36631,right,5,R,correct,0.8796921
37.53627,left,1,L,correct,0.6655197
42.58509,left,2,L,correct,0.6230927
45.52697,left,6,L,correct,0.6375427
49.45282,left,5,L,correct,0.6265793
53.72059,right,3,L,character_mistake,0.7133865
54.36915,left,9999,xx,irrelevant_answer,9999
58.82296,right,1,R,correct,0.6719055
62.28868,left,4,L,correct,1.05999
67.73158,right,6,R,correct,0.6912384
73.0856,left,4,L,correct,0.6921539
77.30524,right,3,R,correct,0.7611847
82.39503,right,5,R,correct,0.6889191
87.26399,right,1,R,correct,0.5393982
90.91278,right,2,R,correct,0.5968933
96.21889,right,1,R,correct,0.760498
99.70787,right,6,L,character_mistake,0.6631775
99.81453,left,9999,xx,irrelevant_answer,9999
104.325,right,5,R,correct,0.7398224
109.8832,right,2,R,correct,0.5930481
113.9054,left,3,L,correct,0.6694336
