Time,LorR,Question,Character,Answer_State,Answer_Time
10.18639,left,6,L,correct,0.6709061
15.53818,left,2,L,correct,0.6931763
21.30407,right,4,R,correct,0.7756577
26.46766,right,3,R,correct,0.6417847
30.36293,right,1,R,correct,0.7388077
34.94414,right,5,R,correct,1.627357
38.2028,right,5,L,character_mistake,0.7846603
38.40287,left,9999,xx,irrelevant_answer,9999
38.54056,left,9999,xx,irrelevant_answer,9999
41.39122,left,4,L,correct,0.674324
47.03884,right,2,R,correct,0.9161301
52.56572,left,3,L,correct,0.8329163
56.22081,right,6,R,correct,0.6542892
60.33002,left,1,L,correct,0.8823624
63.99276,left,3,L,correct,0.5714951
68.96138,right,6,R,correct,0.9052353
73.00211,left,2,L,correct,0.5759354
76.60703,left,4,L,correct,0.6236038
81.45432,left,1,L,correct,0.5960083
84.55986,right,5,R,correct,0.834671
88.55562,left,1,L,correct,0.6776581
91.97473,left,4,L,correct,0.8503571
97.52025,right,6,R,correct,0.8091125
101.5384,right,5,R,correct,0.7958069
106.418,right,2,R,correct,0.5582428
110.9211,
