Time,LorR,Question,Character,Answer_State,Answer_Time
22.83228,right,6,R,correct,0.7205925
25.88941,right,1,R,correct,0.7944946
30.1417,right,3,R,correct,0.7382965
35.82769,right,5,R,correct,0.7282715
38.74756,right,2,R,correct,0.7569923
43.18019,left,4,L,correct,0.6795998
48.88186,left,5,L,correct,0.7817688
53.20254,left,6,L,correct,1.635986
58.00549,left,4,R,character_mistake,0.7372131
62.68853,left,3,L,correct,0.8449554
68.29575,left,1,L,correct,0.8982086
71.29948,left,2,L,correct,0.9486084
76.32822,right,4,R,correct,0.6819077
82.02438,left,6,L,correct,0.8823318
85.4725,right,5,R,correct,0.6628342
89.15147,left,2,L,correct,0.5927734
94.40233,right,1,R,correct,0.6933212
99.03116,right,3,R,correct,0.9308853
102.5245,right,3,R,correct,1.412941
107.5644,left,1,L,correct,1.691185
111.3252,left,5,L,correct,0.8014526
115.7626,right,4,R,correct,0.6486816
118.857,left,6,L,correct,0.6958466
124.0202,left,2,R,character_mistake,0.6427612
128.9835,right,1,R,correct,0.6243744
134.0854,left,3,L,
