Time,LorR,Question,Character,Answer_State,Answer_Time
19.68798,left,6,L,correct,0.6930084
23.38195,right,4,R,correct,1.121086
28.56764,right,1,R,correct,0.698185
32.29931,left,5,L,correct,1.00349
35.66022,right,3,R,correct,1.167362
39.73059,right,2,R,correct,1.463337
43.42049,left,3,L,correct,0.9046326
48.89838,left,2,L,correct,0.5770035
52.59939,left,1,L,correct,0.884758
52.65119,right,9999,xxx,irrelevant_answer,9999
56.6605,left,4,L,correct,1.689163
62.36324,right,6,R,correct,0.8669205
67.58549,right,5,R,correct,1.295303
70.37521,right,1,R,correct,0.7244797
74.8776,left,2,L,correct,1.227859
80.24386,right,6,R,correct,1.288689
83.33057,right,3,R,correct,0.8897552
86.76737,right,5,R,correct,0.8301849
92.24763,right,4,R,correct,0.7370834
95.43856,right,4,R,correct,1.152214
100.453,left,6,L,correct,0.7283783
105.3441,right,1,R,correct,0.9293289
110.3653,right,3,R,correct,0.5884094
114.5465,left,2,R,character_mistake,1.441635
118.0524,left,5,L,correct,1.270187
122.2999,left,4,L,correct,
