Time,LorR,Question,Character,Answer_State,Answer_Time
20.3739,left,4,R,character_mistake,0.83918
20.67941,right,9999,xxx,irrelevant_answer,9999
24.99434,right,1,R,correct,0.901619
28.55499,right,5,R,correct,0.9591446
34.34662,left,3,L,correct,0.9548721
38.8838,right,6,R,correct,0.8231506
42.07405,left,2,L,correct,1.123405
47.54301,right,3,R,correct,0.7619019
51.0152,right,2,R,correct,1.417
54.12831,left,6,L,correct,0.8530884
58.55694,left,5,L,correct,0.9416656
61.48765,left,1,L,correct,0.7666473
66.35455,left,4,L,correct,0.8001709
71.8242,right,6,R,correct,1.096687
75.97791,right,3,R,correct,1.107613
80.87595,left,5,L,correct,0.5659866
85.27734,right,1,R,correct,0.9804382
91.1909,left,4,L,correct,1.305641
94.40424,left,2,L,correct,1.009666
98.67587,left,3,L,correct,0.6825562
103.9879,left,4,L,correct,0.9068909
108.9141,left,6,L,correct,0.6738739
112.0894,left,2,L,correct,0.9699249
115.3775,left,1,L,correct,0.9790955
120.4601,left,5,L,correct,0.8980865
124.0899,right,1,R,correct,1.188
