Time,LorR,Question,Character,Answer_State,Answer_Time
0.07124519,right,9999,xxx,irrelevant_answer,9999
0.1533241,left,9999,xx,irrelevant_answer,9999
0.7914143,right,9999,xxx,irrelevant_answer,9999
0.8889484,left,9999,xx,irrelevant_answer,9999
47.26292,left,3,L,correct,0.7419662
52.43116,left,4,L,correct,0.6679535
55.90073,left,1,L,correct,0.7188263
60.87856,left,6,L,correct,0.6459885
61.00863,right,9999,xxx,irrelevant_answer,9999
61.47576,right,9999,xxx,irrelevant_answer,9999
65.50366,right,2,R,correct,0.5943298
69.71342,right,5,L,character_mistake,0.06693268
72.88413,left,2,L,correct,0.6827164
77.98763,right,5,R,correct,0.5943069
83.19379,right,6,R,correct,0.7934799
88.5857,right,1,R,correct,0.785408
92.61905,right,3,R,correct,0.8092575
97.64912,right,4,R,correct,0.9513855
100.8593,right,4,R,correct,0.8778992
104.7491,left,1,L,correct,0.6845245
110.1617,left,6,L,correct,0.8776245
114.5311,left,5,L,correct,0.6653595
117.3011,left,2,L,correct,0.6629639
123.6899,right,3,R,correct,1.52854
