Time,LorR,Question,Character,Answer_State,Answer_Time
23.90644,right,1,R,correct,1.027691
28.59311,left,6,L,correct,0.7438965
31.74561,left,5,L,correct,0.9332962
35.8484,left,3,L,correct,1.231255
39.95186,left,4,L,correct,0.9031296
44.89263,left,2,L,correct,0.7179337
49.92764,right,5,R,correct,1.200821
55.43396,right,3,R,correct,1.757309
59.56053,left,1,L,correct,0.8408661
63.8859,right,6,R,correct,0.7624817
68.47798,right,2,R,correct,0.7215958
74.25731,right,4,R,correct,1.107765
77.52701,right,2,R,correct,0.7004623
82.99774,right,6,L,character_mistake,0.959816
88.16521,left,5,L,correct,0.9207993
93.96672,right,3,R,correct,1.254814
98.6006,left,1,L,correct,0.7094727
102.9032,left,4,L,correct,0.6652679
106.9064,right,2,R,correct,0.8004913
111.7144,left,5,L,correct,1.210007
115.9403,right,1,R,correct,0.8776703
119.326,right,6,R,correct,0.9956818
123.0867,left,4,L,correct,0.9910278
128.5838,right,3,R,correct,0.8630219
131.7422,left,3,L,correct,0.5460663
137.2172,left,1,L,correct,0.79046
