Time,LorR,Question,Character,Answer_State,Answer_Time
15.14701,left,6,L,correct,1.245834
20.67786,left,4,L,correct,0.7125015
26.44129,right,1,R,correct,1.01997
31.76525,right,3,R,correct,0.6283112
37.34688,right,2,R,correct,0.8814316
40.66806,right,5,R,correct,0.7759209
43.60199,left,1,L,correct,0.8310318
48.45734,right,6,R,correct,1.203323
53.84959,right,4,R,correct,0.620491
58.74121,left,5,L,correct,0.638237
61.82571,left,3,L,correct,0.7686996
64.58375,left,2,L,correct,0.6012115
68.82113,left,6,L,correct,0.5807114
73.64405,right,3,R,correct,0.7127228
76.69874,right,1,R,correct,0.6481018
79.61401,right,4,R,correct,0.865654
84.79178,left,2,L,correct,0.734726
87.87791,right,5,R,correct,0.6562805
92.15631,left,5,L,correct,1.027252
94.27231,right,9999,xxx,irrelevant_answer,9999
96.86861,left,4,L,correct,0.7022095
99.87088,right,2,R,correct,0.8209763
105.1359,right,1,R,correct,0.5773926
108.8569,left,6,L,correct,0.684845
113.3593,left,3,L,correct,0.7142029
117.557,right,3,R,correct,0.816
