Time,LorR,Question,Character,Answer_State,Answer_Time
13.9493,left,2,L,correct,0.6852531
17.62864,left,6,L,correct,1.010101
23.36806,right,5,R,correct,0.9201508
28.45908,right,4,R,correct,0.6834335
33.49545,right,1,R,correct,0.6944427
36.34991,right,3,R,correct,0.7200546
39.71983,left,5,L,correct,0.9760361
42.60284,right,6,R,correct,0.7252235
46.26733,left,3,L,correct,0.7788773
49.22556,left,1,L,correct,0.7592163
54.89304,right,2,R,correct,0.7411957
59.82363,left,4,L,correct,0.745491
64.78003,right,1,R,correct,0.6512222
69.79372,left,6,L,correct,0.669838
74.01553,right,2,R,correct,0.9254761
77.80683,left,4,L,correct,0.7483368
85.78742,left,5,L,correct,1.055687
89.61887,left,1,L,correct,0.7732086
93.36802,left,5,L,correct,0.7266769
98.38322,left,3,L,correct,0.6162109
101.5856,left,4,L,correct,0.6891708
105.6211,right,2,R,correct,0.6623077
110.477,left,6,L,correct,1.032074
115.9776,right,4,R,correct,0.8531189
120.8452,right,1,R,correct,1.368591
123.7065,right,6,R,correct,0.6751404
127
