Time,LorR,Question,Character,Answer_State,Answer_Time
15.51737,left,5,L,correct,0.7595215
20.39173,left,1,L,correct,0.7815514
24.56429,right,2,R,correct,0.7832909
28.72968,left,3,L,correct,0.6408958
32.83584,right,4,R,correct,0.8372421
38.37127,left,6,L,correct,0.7280731
43.304,left,2,L,correct,0.6391754
48.53539,right,3,R,correct,0.6485062
52.0808,right,5,R,correct,0.7153244
55.5825,right,6,R,correct,0.8337555
60.46275,right,1,R,correct,0.7250214
63.8326,left,4,L,correct,0.7797928
69.06477,right,2,R,correct,0.6656418
73.01823,right,1,R,correct,1.020287
76.535,left,5,L,correct,0.7085114
81.57751,left,6,L,correct,1.013756
85.69404,right,4,R,correct,0.7657471
91.30031,left,3,L,correct,0.6856689
94.47679,left,4,L,correct,0.784317
98.25173,left,2,L,correct,0.7077026
102.8083,right,3,R,correct,1.424683
108.0103,right,6,R,correct,0.8865814
111.2274,right,1,R,correct,0.7543945
115.7681,right,5,R,correct,0.7509308
119.155,left,5,L,correct,0.780777
124.4812,left,3,L,correct,0.9915009
127.629
