Time,LorR,Question,Character,Answer_State,Answer_Time
14.56139,left,9999,xx,irrelevant_answer,9999
14.60858,right,9999,xxx,irrelevant_answer,9999
32.58716,left,2,L,correct,0.6744804
37.31164,right,1,R,correct,1.407665
40.36102,left,4,L,correct,0.7025986
44.3716,right,6,R,correct,0.8169022
48.12,right,5,R,correct,0.7695923
52.63831,right,3,R,correct,0.5604858
55.84328,left,5,L,correct,0.7051773
59.68063,left,1,L,correct,0.7482529
63.28985,left,6,L,correct,0.7381058
67.37296,right,4,R,correct,0.7547989
70.59911,right,2,R,correct,0.7187119
73.97646,left,3,L,correct,0.8510895
79.02303,left,5,L,correct,0.5968246
83.43959,right,4,R,correct,0.6486282
88.35694,left,6,L,correct,0.5913086
91.07529,left,1,L,correct,0.6709824
94.87469,right,3,R,correct,0.7270203
99.335,right,2,R,correct,0.5628128
103.1078,left,4,L,correct,0.6053009
107.8955,left,1,R,character_mistake,0.6360931
108.0473,right,9999,xxx,irrelevant_answer,9999
112.0452,left,6,L,correct,0.7942047
115.5974,left,2,L,correct,0.6678619
1
