Time,LorR,Question,Character,Answer_State,Answer_Time
4.743217,left,9999,xx,irrelevant_answer,9999
26.37193,right,2,R,correct,0.9702721
29.53403,left,3,L,correct,0.7558098
33.5206,left,4,L,correct,0.630928
37.75578,right,1,R,correct,0.5868187
43.0486,left,6,L,correct,0.606636
48.51249,right,5,R,correct,0.9382324
53.68074,right,3,R,correct,0.7733841
58.58515,left,1,L,correct,0.7246628
63.42094,left,2,L,correct,0.617424
68.6312,right,4,R,correct,0.6015625
73.3771,left,5,L,correct,0.6591873
78.84974,right,6,R,correct,0.7430725
82.48803,left,3,L,correct,1.063148
86.08465,right,5,R,correct,0.9493179
91.44394,right,6,R,correct,0.7116623
95.43071,left,4,R,character_mistake,0.5755157
95.82977,right,9999,xxx,irrelevant_answer,9999
98.85784,left,2,L,correct,0.9909439
102.8146,left,1,L,correct,0.8955154
107.9244,left,5,L,correct,1.364426
113.0611,right,6,R,correct,0.80159
116.1506,right,3,R,correct,0.9095459
120.753,left,4,L,correct,0.838028
126.1316,right,2,R,correct,0.615921
131.0394,right,1,
