Time,LorR,Question,Character,Answer_State,Answer_Time
18.95321,left,9999,xx,irrelevant_answer,9999
34.90394,left,5,L,correct,0.5295715
44.38204,left,6,L,correct,0.5977631
48.49735,left,3,L,correct,0.740509
55.06583,left,4,R,character_mistake,1.864197
60.06851,right,2,R,correct,0.9655457
64.63228,right,6,R,correct,0.7474442
69.51051,left,2,L,correct,0.8471603
72.90461,left,1,L,correct,0.9066925
78.44425,right,5,R,correct,0.9306717
83.78678,left,4,L,correct,0.4784927
87.90384,right,3,R,correct,0.8702698
92.7496,left,4,L,correct,0.7830124
98.42621,left,6,L,correct,0.6791229
101.842,right,1,R,correct,1.148483
107.0331,left,3,L,correct,0.8808899
110.124,right,5,R,correct,0.8852692
113.7694,left,2,L,correct,0.6594543
118.6296,left,6,L,correct,0.8040009
122.2101,left,2,L,correct,0.7437439
126.6602,left,1,L,correct,0.7922211
132.1971,right,4,R,correct,0.7926025
136.6469,right,5,R,correct,0.6864166
139.887,left,3,R,character_mistake,0.8726349
140.0788,right,9999,xxx,irrelevant_answer,9999
145
