Time,LorR,Question,Character,Answer_State,Answer_Time
8.5172,right,6,R,correct,1.165462
13.43653,right,4,R,correct,0.8708439
19.7965,right,5,R,correct,1.429005
25.04565,right,3,R,correct,0.8803558
28.85221,right,2,R,correct,0.8287773
31.99005,left,1,L,correct,0.9617958
36.28538,left,3,L,correct,0.5957527
39.63465,left,4,L,correct,0.7162857
43.01259,left,5,L,correct,1.186142
46.70002,right,1,R,correct,0.5723991
51.1411,left,2,L,correct,0.7231598
55.73941,right,6,L,character_mistake,0.9329071
60.55812,left,2,L,correct,0.7713928
66.36311,right,4,R,correct,1.173546
71.10857,right,5,L,character_mistake,1.379974
74.85329,right,1,R,correct,0.8263092
79.03789,left,9999,xx,irrelevant_answer,9999
82.83148,right,3,R,correct,1.19706
86.99602,right,1,R,correct,1.038765
90.53602,left,5,L,correct,1.158943
95.76039,right,2,R,correct,0.5941086
99.00288,left,4,L,correct,0.8688354
103.3219,right,6,R,correct,1.638466
107.5767,right,3,R,correct,0.9194794
112.8815,left,6,L,correct,1.254158
115.9221,left,3
