Time,LorR,Question,Character,Answer_State,Answer_Time
11.11345,right,1,R,correct,0.9584579
16.59918,left,2,L,correct,0.626564
19.43057,right,3,R,correct,0.8185349
24.02543,right,5,R,correct,0.8831635
24.39778,right,9999,xxx,irrelevant_answer,9999
28.96172,right,6,R,correct,0.9539566
33.24714,left,4,L,correct,0.9612961
36.98893,left,3,L,correct,1.482227
42.03429,left,1,L,correct,1.476315
46.11504,right,9999,xxx,irrelevant_answer,9999
49.30797,left,6,L,correct,0.6580505
54.65485,left,5,L,correct,0.6788559
57.56862,right,4,R,correct,0.7603607
62.2952,left,3,L,correct,0.6594772
65.39781,left,5,L,correct,0.8749084
70.78875,left,1,L,correct,0.8527298
74.77043,left,2,L,correct,0.9485931
78.23811,left,4,L,correct,0.7780685
82.72574,left,6,L,correct,0.7880707
85.85139,left,1,L,correct,0.7538147
91.04993,left,4,L,correct,0.7081757
94.69186,right,2,R,correct,0.7524261
100.4527,right,6,R,correct,1.177505
104.3517,right,5,R,correct,0.5851822
107.8673,left,3,L,correct,0.9193115
111.6819,left,6,L,c
