Time,LorR,Question,Character,Answer_State,Answer_Time
7.323807,right,1,R,correct,0.6864853
11.55587,right,4,R,correct,1.080524
16.05291,right,5,R,correct,0.5796127
19.38427,right,2,R,correct,0.866333
22.33003,left,3,L,correct,0.7234039
25.64062,left,6,L,correct,0.9712257
31.31643,left,2,L,correct,0.6680832
34.70179,left,4,L,correct,0.5621605
39.45119,right,3,R,correct,1.096344
42.54488,left,6,R,character_mistake,0.7750702
46.93233,left,5,L,correct,0.7258301
52.2501,left,1,L,correct,0.7925262
57.91421,right,1,R,correct,0.749527
63.67304,right,5,R,correct,0.8111267
67.64272,right,2,R,correct,0.7385178
71.50154,right,4,R,correct,0.8600159
75.8612,right,3,R,correct,0.9973602
79.13961,right,6,R,correct,1.19046
84.69561,right,6,R,correct,0.8299408
90.17521,right,3,R,correct,0.6873779
95.55469,left,1,L,correct,0.9930267
100.4611,left,4,L,correct,0.9267578
105.4099,right,2,R,correct,0.598114
109.6509,right,5,R,correct,0.829361
110.7094,right,9999,xxx,irrelevant_answer,9999
112.518,left,3,L,c
