Time,LorR,Question,Character,Answer_State,Answer_Time
11.04383,right,3,R,correct,0.7091675
15.76107,right,6,R,correct,0.6909943
20.92129,right,5,L,character_mistake,0.6879349
23.73508,left,4,L,correct,0.7476425
29.42147,left,1,L,correct,0.8740387
33.70547,right,2,R,correct,0.7927628
38.0262,left,6,L,correct,1.022511
42.93393,right,4,R,correct,0.7838593
45.99773,left,5,R,character_mistake,0.7266006
50.84236,left,2,L,correct,0.7561188
55.90343,right,1,R,correct,0.7714691
60.80701,left,3,L,correct,0.6664658
65.05727,right,2,R,correct,0.9853058
70.33975,left,3,L,correct,1.007866
76.03381,left,1,L,correct,0.7067261
81.64466,right,4,R,correct,0.7259979
84.70077,left,6,R,character_mistake,0.7041321
88.00565,left,5,L,correct,0.7039185
92.0719,right,1,R,correct,0.6741486
96.72888,left,4,L,correct,1.083084
99.95193,left,2,L,correct,0.6787491
105.7238,left,5,L,correct,0.8117218
109.9956,right,3,R,correct,0.8953705
113.3041,left,6,L,correct,0.6110992
117.4425,left,1,L,correct,0.8355408
121.6973,
