Time,LorR,Question,Character,Answer_State,Answer_Time
13.10335,right,1,R,correct,0.955349
18.56303,right,2,R,correct,0.7639732
24.26712,right,5,R,correct,0.849102
27.50896,right,3,R,correct,0.8382759
31.33449,right,4,R,correct,1.31551
34.69142,right,6,R,correct,0.8092537
40.2953,left,5,L,correct,0.7132187
44.47749,left,3,L,correct,0.5099449
49.77168,left,4,L,correct,0.6910934
54.32224,left,6,L,correct,0.9726105
58.83833,left,1,L,correct,0.7017975
64.21124,left,2,L,correct,0.8098831
67.96798,left,3,L,correct,0.6875229
71.44325,right,4,R,correct,0.8737793
74.80529,left,1,L,correct,0.736763
80.46979,right,6,R,correct,0.7990417
84.77435,right,5,R,correct,0.831543
90.35445,left,2,L,correct,0.6109314
95.52798,right,6,R,correct,0.84729
98.90517,right,1,R,correct,1.007515
103.895,right,2,R,correct,0.8046341
107.5748,right,3,R,correct,0.4962387
110.7811,right,5,R,correct,1.167145
114.4112,right,4,R,correct,1.425934
120.8807,left,9999,xx,irrelevant_answer,9999
126.3788,left,1,L,correct,1.68493
