time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
9.888327,1,1.3,-0.1597979,-1.119039,-0.1265375,-1.171234
13.94272,2,1.3,-0.007886369,-0.26745,0.3238325,-0.1450175
17.95132,3,1.3,-1.607783,-0.8217,-1.652894,-1.003198
28.03829,4,1.3,2.311683,-1.590537,2.252628,-1.478163
36.10503,5,1.3,0.6186351,1.246492,0.5939679,1.218487
41.28907,6,1.3,-0.708787,-1.48237,-0.5130362,-1.482804
45.64676,7,1.3,-1.194629,-1.267576,-0.9946797,-0.928166
53.99319,8,1.3,-2.737448,-0.7408221,-2.426259,-0.767835
58.76508,9,1.3,-1.259981,-0.7091188,-1.315866,-0.7345743
63.90284,10,1.3,-2.192791,-1.078274,-2.337923,-1.319904
68.85345,11,1.3,0.5192633,-0.02816953,0.5066005,-0.1004428
73.56239,12,1.3,-1.477443,-0.9139674,-1.349716,-1.234804
78.17417,13,1.3,0.3433696,-0.640685,0.4596134,-0.8284925
91.77121,14,1.3,1.019799,-0.3058706,0.9883667,0.03751265
97.3824,15,1.3,-1.089167,0.1690314,-1.220256,0.3405058
105.0908,16,1.3,-1.358787,1.018705,-1.203858,0.7115235
118.9728,17,1.3,-2.609357,1.171
