Time,LorR,Question,Character,Answer_State,Answer_Time
9.077631,left,6,L,correct,0.8233452
12.66205,left,4,L,correct,0.6741829
17.54591,left,2,L,correct,0.875061
20.432,left,3,L,correct,0.8683853
24.62588,left,1,R,character_mistake,0.5038681
29.83075,left,5,L,correct,0.7255592
33.03858,right,4,R,correct,0.6984138
37.21256,right,5,R,correct,0.634903
42.63207,left,1,L,correct,1.072067
48.22417,right,6,R,correct,1.396667
54.08146,right,2,R,correct,1.229515
57.05043,right,3,R,correct,0.6170273
61.92491,right,5,R,correct,0.5495071
66.076,right,1,R,correct,0.6886292
71.80357,left,4,L,correct,0.8741684
76.51653,right,3,R,correct,0.8092041
80.12489,right,6,R,correct,1.333733
83.00365,right,2,R,correct,0.6916428
88.04445,right,3,R,correct,0.6062927
91.51009,right,6,R,correct,0.8378296
97.12276,left,1,L,correct,0.7035522
102.3693,right,2,R,correct,0.8158035
106.0727,right,5,R,correct,1.178978
109.7172,left,4,L,correct,0.797287
113.4731,left,6,L,correct,1.080215
117.0514,left,3,L,correct,0.67437
