Time,LorR,Question,Character,Answer_State,Answer_Time
11.54287,left,4,L,correct,0.5756187
16.56614,right,1,R,correct,0.9725266
19.99022,left,6,L,correct,0.7137527
23.96926,right,2,R,correct,1.130695
27.45096,right,5,R,correct,1.141773
30.64053,left,3,L,correct,0.7016411
35.65079,right,6,R,correct,0.516098
38.77817,left,2,L,correct,0.9397545
41.52328,left,1,L,correct,0.7209167
46.79995,left,5,L,correct,1.260757
50.61296,right,4,R,correct,0.9605103
53.72097,right,3,R,correct,0.86483
58.91306,left,2,L,correct,0.6287079
63.6171,left,5,L,correct,1.108994
69.18127,left,3,L,correct,0.547554
74.62057,right,1,R,correct,1.297684
78.461,right,6,R,correct,0.9568405
82.77788,right,4,R,correct,1.093651
87.8224,left,2,L,correct,0.5748596
93.09804,left,3,L,correct,0.8380737
93.30899,left,9999,xx,irrelevant_answer,9999
98.74081,left,6,L,correct,1.12484
104.6825,right,4,R,correct,1.164711
109.2392,left,9999,xx,irrelevant_answer,9999
113.1417,right,1,R,correct,1.729599
116.6943,right,5,R,correct,0.6099
