time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
16.19238,1,1.5,-1.286402,-1.591704,-1.397921,-1.454665
20.44119,2,1.5,-0.1622928,-1.109525,0.1370177,-1.099578
24.91053,3,1.5,-1.750106,-0.7436556,-1.284745,-0.980782
31.50275,4,1.5,-2.787463,-0.9943225,-2.056123,-1.148924
41.67112,5,1.5,-0.3898384,-0.3707328,-0.5583506,-0.3929805
44.70189,6,1.5,0.7722169,1.405577,0.1638225,1.11596
50.06163,7,1.5,-1.821021,-0.7861353,-1.521372,-0.6963497
55.64122,8,1.5,-1.070308,-0.7272249,-1.096422,-0.9317572
59.8954,9,1.5,-0.6326193,-0.08489589,-1.135559,-0.3390525
63.9408,10,1.5,-2.206199,-0.7449937,-2.248793,-0.8531357
68.70323,11,1.5,0.1181919,-0.4494884,0.2073575,-0.4904306
75.3374,12,1.5,-1.54437,0.3869353,-1.328984,0.445193
80.30618,13,1.5,-2.243281,-0.281338,-2.422677,-0.3342884
85.02536,14,1.5,-0.712392,-1.275966,-1.001967,-1.432297
100.6876,15,1.5,-1.746203,1.507927,-1.324658,1.382139
106.0424,16,1.5,-0.02845412,-0.7974336,0.1584679,-0.7413241
115.7016,17,1.5,1.407827
