Time,LorR,Question,Character,Answer_State,Answer_Time
16.83948,left,3,L,correct,0.7466583
22.56701,right,5,R,correct,1.239323
26.4578,left,6,L,correct,0.9651413
30.09005,left,2,L,correct,0.6079826
34.61728,right,4,R,correct,0.7803535
40.24714,left,1,L,correct,0.7627907
45.31749,left,5,L,correct,0.656292
50.11959,right,2,R,correct,0.8479004
55.11272,right,9999,xxx,irrelevant_answer,9999
58.62867,right,1,R,correct,0.7661514
61.73182,left,4,L,correct,1.026619
66.17433,right,3,R,correct,0.7085571
72.26563,left,4,L,correct,1.662659
78.29543,left,6,L,correct,1.225533
82.16431,left,2,L,correct,0.8010178
82.30956,left,9999,xx,irrelevant_answer,9999
87.04424,left,3,L,correct,1.242218
92.20432,right,1,R,correct,0.6438675
97.91171,right,5,R,correct,1.115891
102.0737,right,3,R,correct,0.8583755
107.0173,right,6,R,correct,1.495995
112.0691,right,4,R,correct,0.9385681
117.0561,right,5,R,correct,0.7864685
122.8582,left,1,L,correct,0.9210968
126.8862,left,2,L,correct,0.8662872
131.9407,left,4,L,corr
