Time,LorR,Question,Character,Answer_State,Answer_Time
9.182138,right,3,R,correct,1.144794
12.68431,left,5,L,correct,0.8347321
12.8334,left,9999,xx,irrelevant_answer,9999
16.98028,right,4,R,correct,0.678112
21.38399,left,1,L,correct,0.8604965
26.35631,right,6,R,correct,0.8300438
30.80112,left,2,L,correct,0.8464813
34.87325,right,2,R,correct,0.7674713
38.36524,right,1,R,correct,1.282421
42.76904,left,6,L,correct,1.186947
48.25914,left,4,L,correct,0.9239349
52.18302,right,5,R,correct,1.219398
56.68224,left,3,L,correct,1.100868
61.05747,left,6,L,correct,1.016716
65.77015,right,2,R,correct,0.7086105
70.21558,left,1,L,correct,1.226898
74.4708,left,4,L,correct,0.7366028
78.08878,right,5,R,correct,1.537399
82.48993,right,3,R,correct,0.7273026
86.10443,left,2,L,correct,0.7062988
90.47696,left,1,L,correct,0.8955383
95.01497,left,4,L,correct,0.7813339
100.8846,left,5,L,correct,1.100418
104.6721,right,3,R,correct,1.687859
109.684,right,6,R,correct,0.629631
112.7207,left,3,L,correct,0.8401871
11
