time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
73.16159,1,1.5,-0.9049509,-1.677849,-0.6679163,-1.22225
78.53133,2,1.5,-0.1594092,-0.8752152,-0.01675468,-1.133122
83.86092,3,1.5,-1.681932,-0.6541125,-1.714178,-0.6580549
94.71007,4,1.5,-0.5044654,-0.4928586,-0.5014623,-0.5356867
98.81934,5,1.5,-1.535359,-0.588437,-1.541748,-0.5145624
102.9875,6,1.5,-2.581678,-0.345264,-2.364879,-0.1955283
108.9721,7,1.5,-2.405473,-1.305367,-2.435654,-1.293115
114.8856,8,1.5,-1.231769,-0.6536379,-0.8349692,-0.4045407
129.2658,9,1.5,-2.096254,-0.4577169,-1.540516,-0.5084065
133.8553,10,1.5,-1.184994,-0.7182534,-1.241659,-0.5137074
139.8671,11,1.5,1.637017,-1.15421,1.245754,-0.9115568
149.5882,12,1.5,1.098955,1.195463,1.162087,1.410897
165.1144,13,1.5,-2.679449,0.2873457,-2.144076,-0.04392512
169.9777,14,1.5,-0.1249889,-1.143429,-0.05736439,-1.187258
174.1196,15,1.5,-1.455168,-0.9787656,-1.149727,-0.838954
179.1644,16,1.5,1.874938,-1.005846,1.465149,-1.06287
184.5451,17,1.5,-1.747662,-1.15036,-1.524086,-0.4712351
188.7105,18,1.5,-2.430992,-0.9714161,-2.002362,-1.313868
193.8785,19,1.5,-1.947598,-1.114006,-1.551965,-1.070652
199.0983,20,1.5,-1.013616,-0.1492665,-0.5437097,-0.3611038
204.6913,21,1.5,-2.218635,-0.9590392,-2.119515,-0.7214026
215.3396,22,1.5,2.463267,1.204707,1.894008,1.333392
222.1529,23,1.5,-1.536404,0.3895352,-1.522332,0.7926192
226.6188,24,1.5,-0.5865356,-1.503966,-0.06199031,-1.065775
231.2802,25,1.5,-0.7156426,-0.7930422,-0.4881642,-1.014964
251.6929,26,1.5,-0.6434151,-1.798608,-0.5342069,-1.451303
258.2909,27,1.5,-2.015805,-1.510949,-1.978493,-1.462847
263.3798,28,1.5,-2.063217,-1.03353,-2.147312,-1.07314
269.947,29,1.5,-0.663389,-1.634385,-1.036058,-1.014497
275.4709,30,1.5,0.4808831,-1.029841,0.3040693,-1.495646
284.3239,31,1.5,-1.881366,1.90719,-1.747011,1.269495
288.5711,32,1.5,-0.9375118,-0.4641743,-0.7785143,-0.3119212
310.2909,33,1.5,1.605369,2.097693,1.22547,1.455388
314.1418,34,1.5,1.142563,0.317245,1.441421,0.3365588
326.0336,35,1.5,0.9307798,-1.521271,0.9329016,-1.380484
333.8685,36,1.5,-2.090495,0.936015,-2.173211,0.5470499
350.3577,37,1.5,-2.647881,1.489826,-2.490944,1.385649
356.2348,38,1.5,-1.381203,-1.651859,-1.302324,-1.422332
360.835,39,1.5,-1.816139,-1.419131,-1.688717,-1.380727
389.452,40,1.5,-0.7686179,-1.063759,-0.6080162,-0.3719971
394.7168,41,1.5,-2.052561,-1.528409,-2.477516,-1.274324
400.0681,42,1.5,-0.9426017,0.1121978,-0.9441984,-0.2235522
404.3373,43,1.5,1.615388,-0.7651119,2.030493,-0.9871396
416.8457,44,1.5,0.7119896,1.296884,0.5204353,1.46086
427.3375,45,1.5,-0.5348055,-1.290833,-0.9993613,-1.202916
432.2185,46,1.5,0.565205,-1.821799,0.3875835,-1.135149
437.6591,47,1.5,-2.662131,-1.391746,-2.291636,-1.210494
449.0381,48,1.5,1.66428,-1.725817,1.117872,-1.401437
470.983,49,1.5,-2.528373,1.467012,-2.389614,1.208778
476.5916,50,1.5,-0.1601421,-1.53941,-0.5723797,-1.356023
483.4799,51,1.5,0.00740267,-0.3490883,-0.01366139,-0.2678177
491.6133,52,1.5,-2.349833,1.494963,-2.291969,1.486828
499.6042,53,1.5,-1.04293,-0.6838992,-1.195883,-0.4144673
506.9209,54,1.5,-3.036902,1.417135,-2.45861,1.138201
512.1397,55,1.5,-0.650005,-0.7308544,-0.4075778,-0.9198464
516.4008,56,1.5,-0.9676941,0.0161373,-0.8934832,-0.2040919
538.7258,57,1.5,0.2554133,-1.545028,0.1955651,-1.249518
548.1372,58,1.5,-2.841003,0.7335692,-2.438866,0.6618214
553.6445,59,1.5,-1.751525,-1.678749,-1.470518,-1.401167
558.9352,60,1.5,-1.097645,-1.011637,-0.9774076,-1.282943
563.4897,61,1.5,-1.220991,-1.44795,-1.33467,-1.179691
569.0002,62,1.5,-0.7602664,-0.3062199,-0.5419998,-0.7679552
574.5649,63,1.5,-1.718161,-0.9123787,-1.702397,-1.039367
579.9322,64,1.5,-0.2083786,-1.608344,-0.1601963,-1.413827
584.7272,65,1.5,1.78075,-0.856293,1.569153,-0.3905876
590.9439,66,1.5,-1.533016,-1.008605,-1.411183,-1.469873
600.4911,67,1.5,1.813507,1.932562,1.584763,1.494357
605.2371,68,1.5,-0.3867442,-0.8858599,-0.1431554,-0.4443094
612.7549,69,1.5,2.177936,-0.5855994,1.785963,-0.6650695
616.0783,70,1.5,0.6845757,-1.574774,0.6176472,-1.399997
621.2444,7
