Time,LorR,Question,Character,Answer_State,Answer_Time
9.588943,left,2,L,correct,0.6267776
12.78541,right,1,R,correct,0.8177528
17.8613,right,5,R,correct,0.6560555
23.03942,right,4,R,correct,1.231838
27.40058,left,3,L,correct,0.709156
32.27195,right,6,R,correct,0.6786003
36.27128,left,1,L,correct,1.323826
41.78,right,3,R,correct,0.6416321
45.03396,right,2,R,correct,0.6327896
49.83274,left,6,L,correct,1.169899
53.96794,left,4,L,correct,0.9262924
57.46603,left,5,L,correct,0.8306808
63,left,5,L,correct,0.8407669
66.88291,right,2,R,correct,0.8675308
70.67865,left,4,L,correct,1.582275
75.46323,right,3,R,correct,0.7737732
79.37636,right,6,R,correct,0.9661789
82.72278,left,1,L,correct,0.793663
86.0629,right,4,R,correct,0.6633835
91.3269,right,3,R,correct,0.6603851
96.29886,left,2,L,correct,0.6539459
97.45397,left,9999,xx,irrelevant_answer,9999
100.8213,left,1,L,correct,0.8039322
104.7176,right,6,R,correct,0.5927277
107.7762,left,5,L,correct,1.003616
112.1955,left,3,L,correct,0.9147797
116.0
