Time,LorR,Question,Character,Answer_State,Answer_Time
14.77077,right,5,R,correct,0.9960823
19.52775,left,6,L,correct,0.7520103
23.94949,right,4,R,correct,0.8054619
27.57801,left,1,L,correct,1.326859
32.56662,right,2,R,correct,0.9479065
37.92574,right,3,R,correct,0.9062042
42.12196,left,5,L,correct,1.005608
45.56658,left,3,L,correct,0.91259
51.21469,left,4,L,correct,1.741631
56.28345,right,1,R,correct,1.051003
61.03505,left,2,L,correct,0.9826202
61.30127,left,9999,xx,irrelevant_answer,9999
64.28089,right,6,R,correct,1.066208
68.40785,right,5,R,correct,1.904404
72.94422,left,4,L,correct,1.0802
78.67983,right,3,R,correct,1.291855
83.41625,left,6,L,correct,1.050034
87.95479,right,1,R,correct,1.146126
91.39819,left,2,L,correct,1.079224
91.64919,left,9999,xx,irrelevant_answer,9999
96.34451,right,5,R,correct,0.9252777
102.2115,right,6,R,correct,1.11174
106.6335,left,3,L,correct,0.6777954
111.8149,right,2,R,correct,0.7773895
116.4355,right,4,R,correct,1.124893
122.668,right,1,R,correct,1.265
