Time,LorR,Question,Character,Answer_State,Answer_Time
13.54858,left,4,L,correct,0.9116802
17.56798,left,3,L,correct,1.808136
21.68871,right,1,R,correct,0.9857483
27.1895,left,2,L,correct,1.155865
31.80843,left,6,L,correct,1.08757
36.11578,left,5,L,correct,1.032753
41.10601,left,5,R,character_mistake,1.146019
44.5495,right,4,R,correct,1.073059
50.84403,right,3,R,correct,1.821114
54.39151,left,1,L,correct,1.467438
54.63458,left,9999,xx,irrelevant_answer,9999
59.15854,right,2,R,correct,0.9019852
64.43749,right,6,R,correct,0.8542252
69.99081,left,3,L,correct,1.235306
74.1534,left,5,L,correct,0.6576691
79.60397,left,2,L,correct,1.020805
84.01293,left,4,L,correct,1.273598
87.93958,left,1,L,correct,1.334999
94.52372,right,6,R,correct,1.92556
99.98447,left,6,L,correct,0.9478455
105.303,left,5,R,character_mistake,1.904137
105.4798,right,9999,xxx,irrelevant_answer,9999
110.0248,left,3,L,correct,1.974617
115.5252,left,1,L,correct,1.821854
120.3707,right,2,R,correct,0.7891998
124.1152,left,4,L,c
