Time,LorR,Question,Character,Answer_State,Answer_Time
17.18801,right,6,R,correct,0.5604095
22.66205,right,3,R,correct,0.6301575
27.87678,right,5,R,correct,0.8450508
31.31407,left,2,L,correct,1.252373
34.56697,right,4,R,correct,1.166225
37.51375,right,1,R,correct,0.8584671
41.27749,left,1,L,correct,1.152199
45.3362,left,4,L,correct,0.9688873
48.63937,right,2,R,correct,0.873848
53.1305,left,5,L,correct,0.7686462
57.93401,right,6,L,character_mistake,0.8205109
58.14138,left,9999,xx,irrelevant_answer,9999
62.80952,left,3,L,correct,0.8977585
65.76279,left,3,L,correct,0.8096619
69.62807,left,4,L,correct,0.9719391
73.91178,left,1,L,correct,0.7940292
77.61662,left,2,L,correct,0.8477631
81.69391,right,6,R,correct,1.032166
87.40734,left,5,L,correct,0.7454224
90.58727,left,1,L,correct,0.7613525
95.42589,left,4,L,correct,0.8393555
101.1478,right,5,R,correct,0.9348526
104.0113,right,3,R,correct,0.8432465
109.9297,left,6,L,correct,1.059937
113.9707,left,2,L,correct,0.9876404
119.3006,right,4,R,corr
