time,is_recent,pos_x,pos_y,filtered_pos_x,filtered_pos_y
0.01451874,1,979.8749,389.9592,489.9375,194.9796
0.06536674,1,968.6934,390.2549,729.3154,292.6172
0.08667946,1,973.5182,377.4602,851.4168,335.0388
0.101717,1,973.5182,377.4602,912.4675,356.2495
0.1071606,1,973.5182,377.4602,942.9929,366.8549
0.1119404,1,973.5182,377.4602,958.2555,372.1575
0.1164875,1,1177.189,416.0021,1067.722,394.0798
0.1258812,1,1177.189,416.0021,1122.456,405.041
0.1314697,1,1177.189,416.0021,1149.823,410.5215
0.1389084,1,1177.189,416.0021,1163.506,413.2618
0.1434078,1,1177.442,417.5923,1170.474,415.427
0.1535873,1,1177.442,417.5923,1173.958,416.5096
0.1582375,1,1177.442,417.5923,1175.7,417.051
0.1628017,1,1177.442,417.5923,1176.571,417.3216
0.1730862,1,1178.001,416.993,1177.286,417.1573
0.1775227,1,1178.001,416.993,1177.643,417.0751
0.187746,1,1178.001,416.993,1177.822,417.0341
0.1926708,1,1178.001,416.993,1177.911,417.0135
0.2020874,1,1178.001,416.993,1177.956,417.0033
0.2086868,1,1176.959,418.3969,1177.458,417.7001
0.2178497,1,1176.959,418.3969,1177.208,418.0485
0.2237167,1,1176.959,418.3969,1177.083,418.2227
0.2313957,1,1176.959,418.3969,1177.021,418.3098
0.2361355,1,1177.503,419.8285,1177.262,419.0692
0.2410259,1,1177.503,419.8285,1177.383,419.4489
0.2543926,1,1177.503,419.8285,1177.443,419.6387
0.2590561,1,1177.503,419.8285,1177.473,419.7336
0.2739544,1,1178.71,418.5921,1178.091,419.1628
0.289526,1,1178.71,418.5921,1178.4,418.8775
0.3022499,1,1178.71,418.5921,1178.555,418.7348
0.3087749,1,1178.71,418.5921,1178.632,418.6635
0.3250713,1,1178.71,418.5921,1178.671,418.6278
0.3400555,1,1178.71,418.5921,1178.69,418.6099
0.3446255,1,1178.71,418.5921,1178.7,418.601
0.3553104,1,744.1973,434.0929,961.4486,426.347
0.3596916,1,744.1973,434.0929,852.8229,430.2199
0.3646164,1,744.1973,434.0929,798.5101,432.1564
0.3761234,1,744.1973,434.0929,771.3537,433.1246
0.3808365,1,744.1973,434.0929,757.7755,433.6088
0.3878918,1,1154.025,531.2686,955.9001,482.4387
0.3926468,1,1154.025,531.2686,1054.962,506.8536
0.3972397,1,1154.025,531.2686,1104.494,519.0611
0.4033184,1,1154.025,531.2686,1129.259,525.1648
0.4090099,1,1154.025,531.2686,1141.642,528.2167
0.4139862,1,937.0638,578.322,1039.353,553.2693
0.4219475,1,937.0638,578.322,988.2083,565.7957
0.4277153,1,937.0638,578.322,962.6361,572.0588
0.4324856,1,937.0638,578.322,949.85,575.1904
0.4427624,1,937.0638,578.322,943.4569,576.7562
0.4490395,1,1205.266,743.8992,1074.362,660.3277
0.4564285,1,1205.266,743.8992,1139.814,702.1134
0.4612026,1,1205.266,743.8992,1172.54,723.0063
0.4719963,1,1205.266,743.8992,1188.903,733.4528
0.4771767,1,917.4942,648.3447,1053.199,690.8987
0.4858093,1,917.4942,648.3447,985.3464,669.6217
0.4920826,1,917.4942,648.3447,951.4203,658.9832
0.4985962,1,917.4942,648.3447,934.4573,653.6639
0.5032387,1,917.4942,648.3447,925.9757,651.0043
0.5093288,1,1443.142,874.8541,1184.559,762.9292
0.5195637,1,1443.142,874.8541,1313.851,818.8916
0.5249176,1,1443.142,874.8541,1378.496,846.8728
0.5348606,1,1323.78,832.5331,1351.138,839.703
0.5399742,1,1323.78,832.5331,1337.459,836.118
0.5479984,1,1323.78,832.5331,1330.62,834.3256
0.5527554,1,1323.78,832.5331,1327.2,833.4293
0.5574799,1,1323.78,832.5331,1325.49,832.9812
0.564682,1,1323.78,832.5331,1324.635,832.7572
0.5701275,1,1387.647,863.0946,1356.141,847.9259
0.5823364,1,1387.647,863.0946,1371.894,855.5103
0.5880432,1,1387.647,863.0946,1379.771,859.3024
0.6050186,1,1416.182,881.3232,1397.976,870.3128
