Time,LorR,Question,Character,Answer_State,Answer_Time
10.83539,right,1,R,correct,0.8038368
15.20317,left,5,L,correct,0.9953156
19.87355,right,6,R,correct,0.9771461
25.75554,right,3,R,correct,0.9686928
30.32821,right,2,R,correct,0.681572
34.79224,right,4,R,correct,0.866188
39.80511,left,1,L,correct,0.9340668
44.74908,left,3,L,correct,0.8472748
49.12257,left,4,L,correct,1.013763
54.05026,right,6,L,character_mistake,1.208702
57.8532,right,5,R,correct,0.897438
61.06631,left,2,L,correct,1.124153
65.74924,right,1,R,correct,0.8227386
69.80974,left,4,L,correct,1.028648
75.63558,left,6,L,correct,0.827858
79.90546,right,5,R,correct,0.8703384
85.08845,left,3,L,correct,0.763588
89.58089,right,2,R,correct,0.9300308
94.63454,right,1,R,correct,0.965744
99.57143,left,3,L,correct,0.9276886
103.6703,left,5,L,correct,0.8479691
108.3815,right,2,R,correct,0.7108536
111.8389,right,4,R,correct,0.9636841
116.188,left,6,L,correct,1.002213
120.3683,left,1,L,correct,1.001678
125.9839,left,2,L,correct,0.6949768
