Time,LorR,Question,Character,Answer_State,Answer_Time
10.4338,right,4,R,correct,1.191948
16.21671,left,6,L,correct,1.314171
21.30124,right,3,R,correct,1.003082
26.36789,left,5,L,correct,0.996788
30.54747,left,2,L,correct,0.7842331
35.25599,left,1,L,correct,0.8004761
40.20636,left,4,L,correct,1.388771
44.12811,right,6,R,correct,1.006752
48.02712,right,5,R,correct,1.060654
53.04699,left,3,L,correct,0.7990646
57.45465,right,2,R,correct,1.116013
62.64974,right,1,R,correct,0.7740402
66.39964,right,5,R,correct,0.9312057
71.10254,left,4,L,correct,1.08577
75.47333,right,3,R,correct,0.9956284
79.76753,right,6,R,correct,0.8055496
83.97719,right,2,R,correct,0.9758301
89.53491,left,1,L,correct,1.133209
94.45763,right,2,R,correct,0.9786072
97.65669,left,5,L,correct,0.9134827
101.3275,right,1,R,correct,0.975235
106.864,left,3,L,correct,1.308762
111.0709,right,6,R,correct,0.9977722
115.7254,right,4,R,correct,1.179886
120.9445,left,1,L,correct,0.9676819
124.7234,left,4,L,correct,1.131882
126.7438,r
