Time,LorR,Question,Character,Answer_State,Answer_Time
8.106308,left,4,L,correct,0.9194412
11.36447,left,3,L,correct,0.8696518
17.18093,right,1,R,correct,0.9650307
21.57401,left,6,L,correct,1.191044
24.73196,right,5,R,correct,0.9452477
29.75004,right,2,R,correct,0.8981094
35.67875,right,4,R,correct,1.134274
36.09242,right,9999,xxx,irrelevant_answer,9999
41.03105,left,5,L,correct,1.383995
45.18463,left,1,L,correct,0.8203964
50.03123,left,2,L,correct,0.5345154
54.50737,right,3,R,correct,0.9523163
58.89316,right,6,R,correct,1.029282
63.6339,right,1,R,correct,1.079079
66.90118,right,4,R,correct,1.012466
71.3071,left,3,L,correct,1.009567
74.9826,right,5,R,correct,1.054131
79.6425,left,2,L,correct,0.9357605
83.58807,left,6,L,correct,1.540245
89.19418,right,6,R,correct,1.878967
93.40991,left,2,L,correct,0.8897934
97.3474,left,4,L,correct,1.067551
103.085,right,3,R,correct,1.236969
107.5996,left,5,L,correct,1.442169
113.5213,right,1,R,correct,1.200134
117.061,right,4,R,correct,0.9117737
118.
