Time,LorR,Question,Character,Answer_State,Answer_Time
9.040123,left,6,L,correct,0.8979225
13.23383,left,3,L,correct,0.9391747
18.20724,left,5,L,correct,0.8320808
23.68529,left,1,L,correct,0.8591042
29.51377,right,4,R,correct,0.8206367
34.32745,right,2,R,correct,0.9114151
39.95316,left,4,L,correct,0.7906265
44.43575,right,5,R,correct,0.6435776
49.48209,right,3,R,correct,0.7111511
53.03257,left,2,L,correct,1.061478
56.53458,right,6,R,correct,0.8504028
60.33757,right,1,R,correct,0.7395477
65.53049,right,3,R,correct,1.078781
69.22439,left,4,L,correct,1.080635
72.64207,right,1,R,correct,0.9609451
77.31671,left,5,L,correct,0.8472519
83.6408,left,2,L,correct,1.947685
86.58226,right,6,R,correct,0.8699188
91.88138,right,6,R,correct,0.9933243
96.62957,left,1,L,correct,0.8551636
101.2653,right,3,R,correct,1.008591
104.8081,right,2,L,character_mistake,1.215439
109.3251,right,5,R,correct,1.290222
114.0133,left,4,L,correct,0.9516602
119.4177,right,4,R,correct,0.7825928
123.0295,left,3,L,correct,0.
