Time,LorR,Question,Character,Answer_State,Answer_Time
5.856266,left,9999,xx,irrelevant_answer,9999
10.96277,left,1,L,correct,1.069618
15.77352,left,4,R,character_mistake,0.6841965
16.24683,right,9999,xxx,irrelevant_answer,9999
19.49082,right,6,R,correct,1.023888
23.83915,right,3,R,correct,0.8297043
27.71354,right,5,R,correct,0.7892914
32.43621,left,2,L,correct,0.6295776
36.2742,right,2,R,correct,0.8729782
40.64112,right,1,R,correct,0.9542542
45.47432,left,6,L,correct,1.027
45.68766,left,9999,xx,irrelevant_answer,9999
54.60281,left,4,L,correct,1.214264
59.50758,left,5,L,correct,0.9359055
63.85841,right,4,R,correct,1.196098
69.49666,left,5,L,correct,1.062172
72.53535,left,1,L,correct,0.9279785
76.33603,right,6,R,correct,1.078026
82.20816,left,9999,xx,irrelevant_answer,9999
87.42778,right,2,R,correct,0.8156738
91.68871,right,6,L,character_mistake,1.297012
91.77814,left,9999,xx,irrelevant_answer,9999
96.97562,left,3,R,character_mistake,0.9199677
102.7052,right,4,R,correct,1.313034
106.530
