time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
31.4581,1,1.2,0.5476231,0.9487073,0.4202088,0.6517476
40.58875,2,1.2,-1.30144,-0.6977579,-1.294858,-0.649096
45.00262,3,1.2,1.063456,-0.8650491,0.8859237,-1.018836
49.26999,4,1.2,0.2410256,-0.4319273,0.4642743,-0.1924112
53.41022,5,1.2,0.274526,-1.093904,0.4654608,-0.6210242
62.64769,6,1.2,-1.267562,-0.8029972,-1.487022,-0.7173393
68.15582,7,1.2,-1.378498,-1.320446,-1.493958,-1.488222
74.04734,8,1.2,-0.4677564,-0.4507384,-0.5987873,-0.7258131
78.73251,9,1.2,-2.247056,-1.203415,-2.214974,-1.271622
83.40019,10,1.2,-1.122035,-1.109394,-1.340415,-1.05132
89.33717,11,1.2,-1.187339,-1.514145,-1.122191,-1.34019
95.75892,12,1.2,-2.356071,-1.193767,-2.252971,-1.344888
101.7856,13,1.2,2.009687,-1.489981,1.732298,-1.216571
105.9183,14,1.2,-0.3350721,-1.004797,-0.1469423,-1.116012
111.5077,15,1.2,1.01298,-1.251953,0.7236023,-1.229107
120.8971,16,1.2,0.7623101,1.030378,1.019299,1.2753
128.2072,17,1.2,1.621899,0.54211,1.15535
