time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
14.02974,1,1.2,-2.10422,0.9046807,-2.134696,0.6669956
18.78465,2,1.2,0.3276788,-0.7530168,0.4931936,-0.3746608
23.86816,3,1.2,-0.6348996,-0.5374936,-0.3431307,-0.5618926
28.16856,4,1.2,-1.13772,-0.8873873,-1.015706,-0.8084525
32.50795,5,1.2,-0.271911,-0.5615078,-0.1128013,-0.3862141
42.64032,6,1.2,-1.024478,-1.294215,-0.89188,-1.436714
47.90782,7,1.2,-1.979507,-1.174948,-1.977559,-1.153765
60.4049,8,1.2,-0.520331,-0.9472951,-0.9119154,-1.109968
64.48962,9,1.2,0.171601,-1.02025,0.1004097,-0.7652355
68.4794,10,1.2,0.1095993,-0.9148665,0.333041,-0.6108459
73.95572,11,1.2,-1.608012,-1.430786,-1.509122,-1.067833
77.9794,12,1.2,-2.057206,-0.883856,-1.813331,-0.5937892
82.99643,13,1.2,-0.05139621,-1.136549,-0.2217299,-1.251162
92.47414,14,1.2,-2.617007,1.564831,-2.493766,1.280237
97.18629,15,1.2,-1.388565,-0.8440652,-1.355725,-0.6701282
104.5688,16,1.2,0.46668,1.400065,0.2308363,1.04951
109.8867,17,1.2,-0.1737077,-1.30
