time,is_recent,pos_x,pos_y,filtered_pos_x,filtered_pos_y
0.01557159,1,1089.767,237.3515,544.8835,118.6757
0.05379105,1,1121.696,471.7729,833.2896,295.2243
0.06182861,1,1121.696,471.7729,977.4926,383.4986
0.07057953,1,1121.696,471.7729,1049.594,427.6357
0.07476044,1,1121.696,471.7729,1085.645,449.7043
0.08137894,1,1135.021,579.2914,1110.333,514.4979
0.08955002,1,1135.021,579.2914,1122.677,546.8947
0.09534454,1,1135.021,579.2914,1128.849,563.093
0.1015511,1,1135.021,579.2914,1131.935,571.1923
0.1101913,1,1138.919,636.9337,1135.427,604.063
0.1143456,1,1138.919,636.9337,1137.173,620.4984
0.1207695,1,1138.919,636.9337,1138.046,628.7161
0.1280365,1,1138.919,636.9337,1138.482,632.8249
0.1337471,1,1138.919,636.9337,1138.701,634.8793
0.1413307,1,1141.336,670.2905,1140.018,652.5849
0.1465225,1,1141.336,670.2905,1140.677,661.4377
0.1530685,1,1141.336,670.2905,1141.006,665.8641
0.1596184,1,1141.336,670.2905,1141.171,668.0773
0.1641998,1,1141.336,670.2905,1141.253,669.184
0.1746674,1,1149.484,694.6609,1145.369,681.9225
0.1803513,1,1149.484,694.6609,1147.426,688.2917
0.1868782,1,1149.484,694.6609,1148.455,691.4763
0.1921997,1,1149.484,694.6609,1148.969,693.0686
0.1980476,1,1149.484,694.6609,1149.227,693.8647
0.2240677,1,1154.43,711.1867,1151.828,702.5258
0.2308922,1,1159.365,721.5119,1155.597,712.0188
0.2409782,1,1159.365,721.5119,1157.481,716.7654
0.2501297,1,1159.365,721.5119,1158.423,719.1387
0.2574348,1,1159.365,721.5119,1158.894,720.3253
0.2646332,1,1165.386,728.0097,1162.14,724.1675
0.2729568,1,1165.386,728.0097,1163.763,726.0886
0.2795258,1,1165.386,728.0097,1164.575,727.0492
0.2868576,1,1165.386,728.0097,1164.981,727.5294
0.2927284,1,1170.158,736.4307,1167.569,731.9801
0.2993469,1,1170.158,736.4307,1168.864,734.2054
0.3076096,1,1170.158,736.4307,1169.511,735.3181
0.3143158,1,1170.158,736.4307,1169.834,735.8744
0.3224335,1,1215.724,755.5991,1192.78,745.7368
0.3308754,1,1215.724,755.5991,1204.252,750.668
0.3397102,1,1215.724,755.5991,1209.988,753.1335
0.3479233,1,1215.724,755.5991,1212.856,754.3663
0.3555031,1,1277.588,768.0984,1245.222,761.2324
0.3622856,1,1277.588,768.0984,1261.405,764.6654
0.3688049,1,1277.588,768.0984,1269.497,766.382
0.3753128,1,1277.588,768.0984,1273.543,767.2402
0.3815002,1,1324.673,781.5942,1299.108,774.4172
0.3891411,1,1324.673,781.5942,1311.89,778.0057
0.3953819,1,1324.673,781.5942,1318.281,779.8
0.4015961,1,1324.673,781.5942,1321.477,780.6971
0.4090118,1,1324.673,781.5942,1323.075,781.1457
0.4136276,1,1359.573,795.0461,1341.324,788.0959
0.4198074,1,1359.573,795.0461,1350.448,791.571
0.4270287,1,1359.573,795.0461,1355.01,793.3086
0.4345093,1,1359.573,795.0461,1357.292,794.1774
0.4436188,1,1417.203,821.7491,1387.247,807.9633
0.4501648,1,1417.203,821.7491,1402.225,814.8562
0.4591408,1,1417.203,821.7491,1409.714,818.3026
0.4635887,1,1417.203,821.7491,1413.459,820.0259
0.471344,1,1478.107,856.683,1445.783,838.3545
0.4761772,1,1478.107,856.683,1461.945,847.5188
0.4800262,1,1478.107,856.683,1470.026,852.101
0.5020447,1,1522.637,878.9559,1496.331,865.5284
0.5088196,1,1522.637,878.9559,1509.484,872.2422
0.5156441,1,1522.637,878.9559,1516.06,875.599
0.5219803,1,1522.637,878.9559,1519.349,877.2775
0.5275841,1,1522.637,878.9559,1520.993,878.1167
0.5360718,1,1553.464,893.9957,1537.228,886.0562
