time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
10.77911,1,1.2,-1.27498,-1.289714,-1.240552,-1.187028
15.95304,2,1.2,0.1078025,-1.265839,0.5106213,-1.073759
20.05935,3,1.2,-0.1629363,-0.9403306,-0.140611,-0.7878352
26.46761,4,1.2,-0.7514269,-0.2235964,-0.8465124,-0.4945536
31.05482,5,1.2,0.3480609,-1.273084,0.1402076,-1.377558
35.74454,6,1.2,-0.3166752,-0.5562374,0.1103518,-0.4837573
40.26797,7,1.2,2.169426,-0.7475607,1.851882,-0.4110675
44.15802,8,1.2,0.6978394,-0.08573811,0.7360379,0.1776243
48.22746,9,1.2,2.69508,0.02958524,2.30302,0.1290675
54.53154,10,1.2,0.5793282,1.4077,0.9583586,1.099632
59.97382,11,1.2,-1.024979,-0.595655,-0.8105806,-0.4657949
64.11832,12,1.2,-0.5467557,-0.510954,-0.4977144,-0.5714956
68.69592,13,1.2,2.364705,-1.201099,2.407806,-0.9642239
76.02281,14,1.2,0.5991913,-0.3404041,0.6250196,-0.08792819
81.29833,15,1.2,-0.5298997,-1.215601,-0.7526855,-1.469986
85.80721,16,1.2,-1.327185,-1.046517,-1.366983,-0.7450702
89.53809,17,1.2,2.089153
