time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
21.47624,1,1.5,0.5294625,-1.498054,0.4908768,-1.345743
33.43769,2,1.5,-1.553102,-0.479288,-1.703758,-0.6103674
38.67762,3,1.5,-0.8516506,-0.9663793,-0.6913946,-0.9981271
43.87592,4,1.5,-1.738649,-1.485349,-1.395336,-1.238699
49.32049,5,1.5,-0.8462983,-1.521173,-0.9293997,-0.8596867
54.81124,6,1.5,-1.091907,-0.1935965,-0.9479461,0.3487117
60.16493,7,1.5,-0.5805215,-0.8711758,-0.4698955,-0.4997428
65.2104,8,1.5,-0.9358707,-0.9699528,-0.7156131,-0.7610233
70.68033,9,1.5,-0.557929,-1.447319,-0.6277245,-1.251323
75.84018,10,1.5,-0.5687432,-1.274604,-0.3535192,-1.44275
80.58022,11,1.5,-0.9776691,-1.296244,-0.8992972,-0.6999401
84.5945,12,1.5,1.727655,-0.8158261,2.211648,-0.4597855
90.21567,13,1.5,-0.2100185,-0.9480691,-0.04218045,-1.363228
94.71613,14,1.5,-1.412434,-0.9439323,-1.230003,-0.9131451
99.14926,15,1.5,-2.454055,-1.249603,-2.466062,-1.142126
104.6851,16,1.5,-1.116427,-0.8843279,-1.3801,-0.8581714
109.7154,17
