time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
17.19788,1,1.35,-1.177478,1.104244,-0.8719745,0.9364802
22.2689,2,1.35,-1.494609,-0.7528712,-1.165581,-0.4422446
26.92689,3,1.35,0.5943367,-0.3288821,0.7521502,-0.1339375
30.89099,4,1.35,-1.373728,-0.04450472,-1.173339,-0.03324131
37.03055,5,1.35,-1.753725,-1.270046,-1.664642,-1.4806
40.97785,6,1.35,-1.314338,-1.292111,-1.104788,-0.9231176
46.4673,7,1.35,0.4953774,-0.420286,0.4261692,-0.413776
51.10863,8,1.35,-1.10209,-0.2570736,-0.9613846,0.3135148
61.92657,9,1.35,-1.249202,0.6650299,-1.260084,0.8785331
65.99477,10,1.35,0.9541169,0.1791559,0.6315697,0.1940428
70.24429,11,1.35,0.7988663,-0.4467324,0.8870239,-0.3873409
74.47093,12,1.35,-1.70227,-0.1314923,-1.398186,-0.05708968
79.22813,13,1.35,2.537443,-0.6205011,2.220141,-0.6294175
85.01312,14,1.35,-1.376187,-0.320061,-1.398133,-0.1321843
88.85985,15,1.35,-0.8861879,-1.085914,-0.5462004,-0.5928156
93.4265,16,1.35,0.7956938,-1.162498,0.5152565,-1.296053
97.71947,
