time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
22.81498,1,1.2,2.081722,0.6219021,2.385595,0.370202
26.82117,2,1.2,-0.5278654,-1.127858,-0.433197,-1.173577
45.61573,3,1.2,-0.9042485,1.218173,-1.22077,1.127505
50.80188,4,1.2,0.6509172,-0.7952775,0.4035516,-1.145033
56.42168,5,1.2,-2.286673,-0.6186498,-2.236267,-0.8220369
65.28302,6,1.2,0.9021775,-1.061656,0.5672526,-1.167186
70.28427,7,1.2,-2.083022,1.213994,-1.827875,1.447673
80.00322,8,1.2,0.644603,0.3830073,0.6568817,0.2452825
83.22331,9,1.2,-0.5074782,-1.062145,-0.606695,-1.007479
87.40814,10,1.2,0.5014521,-0.7064001,0.558507,-0.9449985
92.38646,11,1.2,-0.04826514,-0.8505794,0.02707808,-1.04417
96.93524,12,1.2,-0.7468696,-1.326424,-0.4731465,-1.312044
101.0025,13,1.2,0.06087114,-1.265729,0.09874931,-1.328847
105.7051,14,1.2,0.2328448,-1.602037,0.2780129,-1.146291
109.7496,15,1.2,-2.477432,-0.7433354,-2.186102,-0.8584229
119.3415,16,1.2,-2.478467,-0.9920102,-2.474814,-0.7688949
124.2245,17,1.2,-1.896162,-1.
