time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
9.711819,1,1.2,-2.303054,-0.7291877,-2.317782,-0.1585774
14.60373,2,1.2,-0.5956798,-1.197542,-0.2339552,-1.031563
19.00514,3,1.2,0.466438,-1.405778,0.2078357,-0.9176993
28.09119,4,1.2,2.086513,1.207528,1.747833,1.038518
31.94974,5,1.2,-0.1964498,-0.367722,-0.03178407,-0.1858884
35.88936,6,1.2,-1.190006,-0.7833784,-0.9948034,-0.5402091
41.45033,7,1.2,-1.745194,-1.31647,-1.843494,-1.293773
50.0206,8,1.2,2.230664,0.651089,2.502028,0.8894763
59.0928,9,1.2,-0.777541,0.01892815,-0.8541745,0.1325092
64.85944,10,1.2,-1.207229,-1.092538,-0.7904239,-0.980655
69.31927,11,1.2,0.09132735,-1.471642,0.2375237,-1.376689
73.60757,12,1.2,-2.623579,-1.388305,-2.438566,-0.9398768
78.92912,13,1.2,-2.021291,-1.247857,-1.822741,-1.091253
84.25659,14,1.2,-1.129243,-1.048216,-0.5383399,-0.9925952
88.46341,15,1.2,2.315311,-1.09885,2.254954,-0.5866393
96.82414,16,1.2,-0.7246217,1.247372,-0.595652,1.037184
100.4489,17,1.2,-1.693334,-0.2808
