time,catch_amount,area_diameter,area_pos.x,area_pos.z,sardine_pos.x,sardine_pos.z
82.72566,1,1.5,1.159205,-0.559113,0.8520091,-0.7383829
89.17548,2,1.5,-1.352135,-1.171852,-1.508416,-1.190223
100.5063,3,1.5,0.2916512,-1.737389,0.08595361,-1.032398
105.2779,4,1.5,0.1171315,-0.9782646,0.2826941,-1.067414
110.1686,5,1.5,-0.04849289,-2.009975,0.1947704,-1.413938
126.614,6,1.5,-1.884651,1.391893,-2.016119,0.9110003
130.8021,7,1.5,-1.83793,-1.688263,-2.264547,-1.24535
136.728,8,1.5,-0.0008254447,0.4982626,-0.3653909,0.3060099
141.6515,9,1.5,-1.463824,-1.159726,-1.412026,-1.138088
148.4827,10,1.5,-1.245084,-1.800326,-1.225649,-1.188847
156.7903,11,1.5,-1.479562,1.200038,-1.707396,1.348483
165.6547,12,1.5,-1.672238,-0.5467806,-1.51591,-0.3689325
173.5042,13,1.5,1.214067,0.06217906,1.702841,0.6038553
178.1927,14,1.5,-0.1151766,-1.01246,0.124447,-0.6723512
184.6932,15,1.5,-1.681334,-1.538749,-1.42609,-1.326672
190.7041,16,1.5,-0.587068,-1.552414,-0.4395453,-1.380041
200.5583,17,1.5,1.334245,-1.621634,1
